Individual,Fitness_0,Fitness_25,Fitness_50,Fitness_75,Fitness_100,Fitness_125,Fitness_150,Fitness_175
pair_number_of_alternative_operations+{-1.0}-operation_work_required+machine_capacity<job_remaining_work_to_complete<{-5.0}-operation_cooldown-pair_number_of_alternative_operations<operation_work_required-operation_cooldown+machine_current_breakdown_rate<job_earliness_penalty*pair_number_of_alternative_operations<{13.0}>{-1.0}<machine_capacity,703.8314989981801,2535.574686432339,367.2529379744807,1150.6174027576003,375.3297899913856,512.0813370312743,366.30974943115376,446.1662294122376
{-12.0}<pair_number_of_alternative_machines<warehouse_utilization_rate-operation_work_required<pair_expected_processing_time*pair_number_of_alternative_machines<machine_current_breakdown_rate-job_delivery_relaxation<job_remaining_number_of_operations/machine_current_breakdown_rate>machine_replacement_cooldown*pair_expected_work_power/{10.0}+pair_number_of_alternative_machines>pair_expected_work_power<job_remaining_work_to_complete,710.7255548186215,2508.4424592670184,383.6950133361029,1272.8704952676069,363.7281191782995,461.1530369487724,370.5475399160986,464.660987702692
{12.0}*machine_capacity*machine_capacity+job_delivery_relaxation<machine_capacity-{-11.0}>{13.0}>operation_cooldown<{-6.0}>pair_expected_work_power+machine_replacement_cooldown-pair_expected_processing_time>machine_capacity/job_lateness_penalty/machine_replacement_cooldown-pair_number_of_alternative_machines,309.9504431784106,385.0131244594369,347.9260347583105,296.4015779057086,336.21342641938634,308.7418571665713,346.69905166137954,331.65845689354785
{14.0}+job_lateness_penalty/operation_windup<{-15.0}>machine_cooldown<warehouse_utilization_rate<machine_current_breakdown_rate-job_delivery_relaxation*machine_replacement_cooldown<machine_cooldown-{12.0}+operation_work_required<job_delivery_relaxation+machine_capacity+machine_capacity/job_delivery_relaxation,339.6541720560592,377.1668301753597,344.1580334153164,282.0397150554093,341.3602737112714,306.52472622167727,336.5729684684517,335.10517771739126
{5.0}/operation_work_required<{0.0}*pair_expected_work_power/pair_expected_work_power>job_remaining_work_to_complete*machine_replacement_cooldown*pair_expected_processing_time*machine_replacement_cooldown+pair_expected_work_power+{-4.0}>machine_current_breakdown_rate*machine_capacity<{-7.0}<pair_number_of_alternative_operations+job_relative_deadline,304.34726799167794,400.61072515897854,342.8521606748496,296.94867647149414,333.3553180540658,304.5430807596604,342.5985618595043,335.02469621198105
{6.0}>operation_cooldown/machine_current_breakdown_rate+job_remaining_work_to_complete<job_lateness_penalty>{13.0}<machine_capacity-pair_number_of_alternative_operations+{10.0}-{-6.0}/machine_current_breakdown_rate/machine_cooldown+job_delivery_relaxation-job_delivery_relaxation>job_relative_deadline+job_delivery_relaxation,305.81095821422934,388.7117707999467,345.15386801449097,296.7122753002932,343.892406882847,302.91950256167394,344.1718433482174,333.05963128299965
{7.0}>machine_current_breakdown_rate-machine_current_breakdown_rate+machine_capacity*{-1.0}>{-14.0}*job_remaining_number_of_operations+pair_expected_work_power<machine_capacity<{13.0}/machine_capacity>job_delivery_relaxation-job_delivery_relaxation*pair_number_of_alternative_machines+pair_number_of_alternative_machines-job_relative_deadline,738.8283304056029,2984.9841762757846,389.1629549286228,1645.160741135514,412.3636082894821,567.2814886300073,377.4690223767276,457.85111584954825
job_earliness_penalty-{13.0}+warehouse_utilization_rate<pair_expected_work_power>operation_work_required*pair_expected_processing_time>job_relative_deadline>pair_number_of_alternative_machines/job_remaining_work_to_complete/operation_cooldown<operation_windup<pair_number_of_alternative_operations+operation_work_required-job_time_alive>{1.0}*machine_current_breakdown_rate,317.8356390140136,396.5276467915294,338.2265035454424,286.9157031933101,334.66927065998027,301.3429691113603,338.73520676647337,326.0361244432118
job_earliness_penalty>operation_windup>job_lateness_penalty+machine_cooldown/job_remaining_work_to_complete+job_delivery_relaxation>job_relative_deadline<machine_replacement_cooldown<operation_windup+job_lateness_penalty+{-10.0}*warehouse_utilization_rate/{11.0}+operation_cooldown/pair_number_of_alternative_operations+job_remaining_number_of_operations,310.61070676558995,396.3670937125471,349.27127377795006,297.6394391117794,344.5013092201114,303.81347827137927,336.676247768614,330.0922330744334
job_lateness_penalty*job_lateness_penalty*machine_replacement_cooldown+{6.0}>job_earliness_penalty*pair_number_of_alternative_operations*job_remaining_number_of_operations/{-5.0}-{4.0}/operation_cooldown-job_relative_deadline*operation_work_required>machine_replacement_cooldown/pair_number_of_alternative_operations>job_relative_deadline<machine_cooldown,546.5771247060237,1074.909773882812,404.5516690653462,563.953036822815,433.5237632817921,485.6369161625996,389.1540427453779,429.2595309661284
job_lateness_penalty/machine_cooldown+job_remaining_number_of_operations*job_remaining_number_of_operations*job_lateness_penalty<job_remaining_number_of_operations*machine_current_breakdown_rate*{0.0}<job_earliness_penalty*job_remaining_number_of_operations*pair_expected_work_power/job_relative_deadline+machine_cooldown/pair_expected_processing_time<pair_number_of_alternative_operations*machine_cooldown,324.6874782387501,669.6210983753881,356.23188474167654,315.2627481715356,337.16107244032514,323.09695396672083,347.9643523383834,341.2016060012462
job_relative_deadline>machine_replacement_cooldown/{-5.0}*operation_windup-job_remaining_number_of_operations/pair_number_of_alternative_machines<machine_cooldown*job_time_alive<job_time_alive/machine_cooldown<pair_expected_work_power<job_lateness_penalty+operation_work_required/job_earliness_penalty>job_lateness_penalty-operation_windup,485.5266803421335,1430.7538855572973,353.5597766692065,895.6861011075165,330.27547293740025,401.5978112798233,349.32634620122985,346.7053967576925
job_relative_deadline>pair_expected_processing_time>pair_expected_work_power*machine_current_breakdown_rate>pair_expected_processing_time-machine_current_breakdown_rate*job_time_alive<operation_work_required*{8.0}>{1.0}-machine_capacity*operation_work_required*job_remaining_work_to_complete*{-5.0}*operation_cooldown/operation_work_required,322.0120413732658,394.369474526572,340.3876190546616,296.8083158498301,333.65842689306425,301.9190164925875,337.3581563460526,331.1750419542594
job_remaining_number_of_operations/job_remaining_number_of_operations>machine_current_breakdown_rate+machine_current_breakdown_rate-job_remaining_number_of_operations*operation_cooldown+job_remaining_work_to_complete-job_delivery_relaxation*machine_cooldown*{-10.0}/job_delivery_relaxation+{-10.0}*operation_work_required-{-1.0}*{-12.0}>{9.0},1024.0983074337114,5471.374742627659,515.1201974291156,2187.957136706644,711.0493412029759,1213.6370605358322,617.0464178841216,933.6119469229787
job_remaining_work_to_complete-job_earliness_penalty+job_delivery_relaxation*{-1.0}*pair_number_of_alternative_operations/job_remaining_number_of_operations+job_time_alive+{-12.0}<job_remaining_number_of_operations*machine_capacity-machine_cooldown+job_earliness_penalty/machine_capacity<operation_windup-pair_number_of_alternative_machines>pair_expected_work_power,345.11475023750614,1008.5434913837636,332.6994494144507,547.73720420945,316.2025860041188,344.4785295431237,329.83500892067786,325.94310344647374
job_remaining_work_to_complete/machine_capacity<job_earliness_penalty<machine_cooldown*warehouse_utilization_rate*machine_replacement_cooldown*operation_windup/{9.0}+warehouse_utilization_rate/pair_expected_work_power-job_relative_deadline+pair_number_of_alternative_machines/{12.0}/{-15.0}+job_remaining_number_of_operations>operation_windup,467.221698597315,1168.9230210322862,301.71014359083483,773.0023485520346,309.6724500381689,360.3720536091505,304.9729331400078,297.95273738630885
job_time_alive<pair_number_of_alternative_machines<{7.0}+job_remaining_number_of_operations+machine_capacity*machine_capacity>job_time_alive>warehouse_utilization_rate>operation_cooldown*job_remaining_work_to_complete>{1.0}-pair_expected_processing_time/pair_expected_processing_time-operation_windup/job_relative_deadline/job_remaining_number_of_operations,311.64195649421083,382.7086721942841,347.0483193307365,299.3888762774272,331.5886450924562,298.95217238889074,348.1340463886501,328.98105273203794
job_time_alive>job_lateness_penalty/machine_replacement_cooldown*job_earliness_penalty+job_remaining_work_to_complete+machine_capacity-pair_expected_work_power-pair_number_of_alternative_machines/pair_number_of_alternative_machines/warehouse_utilization_rate>job_remaining_number_of_operations/pair_number_of_alternative_machines+pair_expected_processing_time/pair_expected_work_power<job_time_alive*{2.0},320.76315005240525,533.569569392318,333.9106253830432,301.01490742089754,330.82352847827906,318.94977107049954,332.3221620057539,321.65150581748645
machine_capacity+pair_number_of_alternative_operations-pair_number_of_alternative_operations-pair_expected_processing_time>operation_work_required+operation_work_required*job_remaining_number_of_operations+job_relative_deadline/operation_work_required*job_remaining_number_of_operations-job_lateness_penalty<operation_cooldown*pair_number_of_alternative_machines>job_remaining_work_to_complete*{0.0}>machine_current_breakdown_rate,308.4637900993045,393.8499224211629,357.11213411664687,307.1493532150301,337.3574414609602,316.3384627497997,347.8234459880094,336.2421939461199
machine_capacity/{14.0}<{-14.0}/operation_cooldown+machine_cooldown>pair_number_of_alternative_operations>operation_work_required-pair_expected_work_power>job_earliness_penalty<machine_replacement_cooldown*operation_work_required>{-4.0}>{3.0}+pair_number_of_alternative_machines-job_delivery_relaxation<job_remaining_number_of_operations,312.5115361384181,390.8952323166943,346.6499241373247,307.4532216067754,345.0675816021173,302.8959810247327,342.5875622740932,334.4148445147429
machine_capacity<pair_number_of_alternative_operations>{-13.0}>operation_windup*job_remaining_work_to_complete+job_lateness_penalty+machine_capacity<job_earliness_penalty+{7.0}>warehouse_utilization_rate<job_time_alive/job_time_alive+job_remaining_work_to_complete/{-1.0}+job_time_alive*{7.0},315.8813291564137,377.3048828263611,343.124605502084,296.223361340355,339.0833680770489,306.6235460873048,344.4294363979056,339.49694534127724
machine_current_breakdown_rate/{2.0}/pair_expected_processing_time*job_earliness_penalty/pair_number_of_alternative_machines>operation_cooldown<job_lateness_penalty+pair_number_of_alternative_machines<operation_windup*machine_current_breakdown_rate-operation_windup/operation_work_required+job_relative_deadline>{1.0}+machine_current_breakdown_rate*{2.0},312.2371101899616,401.4299428774791,347.0595746682365,289.57691833739887,336.60442668376254,310.545594694647,339.7215760225655,342.7506918487536
operation_cooldown-operation_work_required<operation_windup>pair_expected_processing_time<job_lateness_penalty>machine_capacity+operation_cooldown<{0.0}*operation_work_required*job_remaining_work_to_complete<{10.0}-{13.0}/pair_expected_work_power>pair_number_of_alternative_operations<machine_cooldown-{-1.0},340.92252198097657,438.4618677791178,346.00000525047886,294.14870251763847,340.346386585105,316.7917249049772,340.3911527652566,321.90345477345824
operation_windup+machine_current_breakdown_rate>job_earliness_penalty-machine_current_breakdown_rate+{-10.0}+{3.0}*job_time_alive>{-9.0}/pair_expected_processing_time-machine_current_breakdown_rate/operation_cooldown>{0.0}-{14.0}+{14.0}>machine_capacity>pair_expected_processing_time,344.4825242162901,720.2503904213709,340.36385308421205,421.58192736231285,312.04088106946045,339.286472270175,323.6820461845123,321.7207588800794
operation_work_required*{15.0}*job_relative_deadline-pair_expected_work_power*machine_capacity-pair_expected_processing_time<pair_number_of_alternative_operations/{11.0}>pair_number_of_alternative_operations*{7.0}>{11.0}*job_earliness_penalty>job_delivery_relaxation-operation_windup+warehouse_utilization_rate/{13.0},312.1311383506742,394.3724347153615,354.1348267187436,315.80853512922766,340.0189762697649,307.53253817073323,348.79531076152483,336.4368344756639
operation_work_required/operation_windup<job_lateness_penalty<machine_current_breakdown_rate/job_remaining_work_to_complete*{8.0}+machine_replacement_cooldown*job_time_alive>job_remaining_number_of_operations<warehouse_utilization_rate+{-14.0}+operation_cooldown/job_remaining_work_to_complete>machine_capacity*operation_work_required*job_earliness_penalty,314.1127327124119,386.8418643811836,348.0576157238187,304.2698463231783,331.0952519015228,314.1815808605532,335.19766551362386,333.88238355009435
pair_expected_work_power-job_remaining_number_of_operations<{8.0}*machine_capacity>pair_number_of_alternative_operations-pair_expected_processing_time<{9.0}/pair_expected_processing_time*pair_expected_work_power>job_relative_deadline-warehouse_utilization_rate<job_lateness_penalty<pair_number_of_alternative_machines*{12.0}-pair_expected_work_power*operation_windup,527.9980392237499,3116.7610698667595,405.6359494468258,1109.1329486700893,443.2846645980688,448.9332259127831,343.74281728487017,501.7264518666591
pair_expected_work_power>job_remaining_work_to_complete>machine_replacement_cooldown-job_earliness_penalty/operation_cooldown>machine_replacement_cooldown-job_earliness_penalty/job_remaining_work_to_complete/machine_capacity+machine_capacity/pair_number_of_alternative_machines<machine_cooldown-job_time_alive<{10.0}>operation_windup>operation_work_required,482.85814786443154,1225.9314155804495,345.2190344048403,794.2619248398671,338.53473412290305,419.8121630384531,328.68192733349963,324.05157125542485
pair_number_of_alternative_machines+machine_replacement_cooldown+job_delivery_relaxation+pair_expected_processing_time-pair_number_of_alternative_operations<machine_capacity>{10.0}>operation_work_required*{14.0}-{12.0}+machine_cooldown>job_time_alive<machine_capacity/{-11.0}*{-11.0}-operation_windup,533.3116461036241,2006.498736710182,366.22448611921016,732.9352796819858,367.2498422393977,417.0286229065905,351.64262291829533,393.7159894561125
pair_number_of_alternative_machines+pair_expected_work_power>operation_windup<machine_current_breakdown_rate<machine_current_breakdown_rate*job_delivery_relaxation/operation_cooldown>job_lateness_penalty-job_time_alive*job_remaining_work_to_complete+operation_work_required>machine_cooldown<operation_work_required-{-10.0}/warehouse_utilization_rate/job_remaining_work_to_complete,670.6462824417054,2461.833149484561,372.8682504442946,1030.3595554884375,363.2669983483094,445.7537293047211,352.55319051276985,458.0619412006755
pair_number_of_alternative_machines>warehouse_utilization_rate*operation_cooldown*pair_expected_work_power*job_earliness_penalty+job_delivery_relaxation*job_time_alive/job_lateness_penalty<{-9.0}/machine_current_breakdown_rate+{11.0}>job_relative_deadline*pair_number_of_alternative_machines+pair_expected_processing_time+pair_number_of_alternative_machines*job_remaining_work_to_complete,1614.0255332618776,8189.025887806811,558.2536788985632,3389.3387378139014,781.7022972576116,1340.9157724456134,599.4601339936248,949.3431994211242
pair_number_of_alternative_operations<job_relative_deadline-pair_expected_processing_time*job_remaining_work_to_complete+pair_number_of_alternative_operations*operation_cooldown>job_relative_deadline<machine_cooldown<job_remaining_work_to_complete-{-13.0}/job_remaining_work_to_complete+job_earliness_penalty-{-13.0}-operation_work_required*warehouse_utilization_rate+{-9.0},766.8266727633343,3280.487775869434,414.2144724512261,1420.269674357391,407.3196461009675,633.5534567210691,426.4518341699063,546.6438049622006
warehouse_utilization_rate*job_remaining_work_to_complete*operation_work_required>job_earliness_penalty-pair_expected_processing_time*machine_replacement_cooldown/pair_expected_processing_time>operation_cooldown*{11.0}<{8.0}-job_relative_deadline<{-2.0}<pair_number_of_alternative_operations/warehouse_utilization_rate*machine_cooldown>machine_current_breakdown_rate,907.921141543819,3596.933217278131,416.7641755015396,1753.4766282575197,440.062332243104,576.5182811723928,457.5423460715206,528.3060252404249
warehouse_utilization_rate-machine_replacement_cooldown+machine_replacement_cooldown/pair_number_of_alternative_operations>job_time_alive*machine_cooldown*operation_windup>pair_expected_processing_time-warehouse_utilization_rate>{-12.0}<pair_number_of_alternative_machines*job_earliness_penalty/pair_expected_work_power/pair_expected_work_power<job_time_alive-pair_number_of_alternative_operations,326.7272358281147,381.40391060463696,341.76830896019703,292.9930915500915,337.68561938757165,298.8505497814023,343.83127222864874,334.64065450496355
{-10.0}>machine_current_breakdown_rate-pair_expected_work_power<warehouse_utilization_rate-pair_number_of_alternative_machines-pair_expected_processing_time-job_relative_deadline+job_earliness_penalty-job_delivery_relaxation>machine_capacity*{5.0}/{-9.0}*machine_cooldown-{5.0}*machine_cooldown/machine_replacement_cooldown,530.7475920026742,897.3824395853826,402.0404184185768,551.7792512516479,408.1579650183729,452.1579083882216,379.449863882816,425.3360187198514
{-14.0}*machine_capacity-job_relative_deadline*pair_expected_processing_time>{12.0}-job_relative_deadline>job_delivery_relaxation>warehouse_utilization_rate*machine_capacity+pair_number_of_alternative_machines>pair_expected_processing_time/pair_number_of_alternative_machines+operation_cooldown>job_time_alive/job_time_alive<job_earliness_penalty,335.5939815683453,385.2160248517509,344.3378062812677,351.15506443739366,334.64529512072534,324.97417295656635,337.9059035221952,341.42991715359
{-4.0}-warehouse_utilization_rate*{6.0}/pair_number_of_alternative_operations+{-8.0}/{15.0}+job_remaining_number_of_operations+machine_current_breakdown_rate-job_earliness_penalty>pair_expected_work_power/pair_number_of_alternative_machines>{13.0}+job_time_alive>warehouse_utilization_rate+job_delivery_relaxation*job_earliness_penalty,512.3270541718322,1586.3616232839631,362.9055477130864,1160.7445651813744,388.7485736631352,430.02932878467976,320.0429271038289,389.3997218579938
{-4.0}<job_remaining_work_to_complete<machine_capacity<job_remaining_work_to_complete<{-4.0}/operation_windup*job_relative_deadline*operation_windup-{-7.0}+job_relative_deadline*{-5.0}-operation_cooldown*pair_number_of_alternative_machines<pair_number_of_alternative_operations/job_earliness_penalty/job_delivery_relaxation,558.5704451849159,998.4753299835032,440.736867690961,596.4758629181894,438.597832986525,449.7138830314358,420.8890360365817,442.3187795085621
{14.0}/job_delivery_relaxation*machine_replacement_cooldown-{9.0}<operation_cooldown+machine_replacement_cooldown>operation_cooldown>job_delivery_relaxation-{-1.0}-job_delivery_relaxation+operation_windup>job_time_alive>job_time_alive>machine_capacity/machine_cooldown>{13.0},506.9214952089316,1208.0580040948244,379.5226649036789,798.5962450860908,361.80482443408727,405.53904193675936,347.25475776985326,378.7846881572569
job_delivery_relaxation*operation_work_required<{14.0}>{-15.0}>pair_number_of_alternative_machines+job_time_alive*job_remaining_number_of_operations-machine_cooldown>job_remaining_work_to_complete+pair_number_of_alternative_operations/operation_cooldown+warehouse_utilization_rate*job_lateness_penalty+operation_cooldown-job_remaining_number_of_operations-job_relative_deadline,308.1431827335934,383.3939725383819,340.63085185146787,302.58589434827405,340.6785833221883,306.1998991929467,340.2304495658466,332.2544780863688
job_delivery_relaxation+job_delivery_relaxation-operation_work_required+job_relative_deadline-machine_replacement_cooldown<operation_windup/machine_cooldown>machine_current_breakdown_rate>job_relative_deadline>job_earliness_penalty<job_remaining_number_of_operations-pair_expected_processing_time+machine_cooldown*warehouse_utilization_rate-job_earliness_penalty+job_remaining_number_of_operations,436.88609744887617,1445.7310509851864,358.2564771351617,791.366827486477,350.8613327189417,421.1339094859709,339.1286881661917,348.41429433904784
job_earliness_penalty*job_earliness_penalty>{-13.0}>operation_cooldown+pair_number_of_alternative_operations+warehouse_utilization_rate>pair_number_of_alternative_machines/job_time_alive>warehouse_utilization_rate<job_relative_deadline>job_lateness_penalty-operation_windup/operation_cooldown<job_delivery_relaxation-machine_cooldown+pair_expected_processing_time,310.6563000336551,385.94544998663207,347.0132057490802,299.1683778007573,340.79961970043763,300.9648302675116,345.1960625116843,328.91551825073594
job_earliness_penalty>machine_current_breakdown_rate>job_earliness_penalty>warehouse_utilization_rate>pair_expected_processing_time*job_remaining_number_of_operations*pair_expected_work_power>machine_current_breakdown_rate*pair_expected_work_power-{2.0}/job_time_alive*job_earliness_penalty/machine_replacement_cooldown+{-3.0}>{-8.0}*operation_cooldown,328.06562594456733,391.4908560137331,343.50363903589783,333.65626294434435,336.87262627041935,317.3809983151358,348.7378212752573,333.07132398163463
job_relative_deadline<{-12.0}*warehouse_utilization_rate<job_delivery_relaxation<job_relative_deadline-pair_expected_work_power-job_lateness_penalty-job_time_alive*operation_cooldown>job_relative_deadline-pair_number_of_alternative_operations>pair_expected_processing_time/job_relative_deadline+{8.0}/machine_cooldown<pair_number_of_alternative_machines,311.79182812171973,387.5114566745061,334.9911148113704,290.8427532732345,337.3763715163377,312.4615563426867,336.2080533488303,324.7094947036622
job_remaining_number_of_operations*{-8.0}>operation_cooldown-job_earliness_penalty<machine_capacity-operation_windup-pair_number_of_alternative_operations*{5.0}*warehouse_utilization_rate+job_time_alive<job_remaining_number_of_operations+operation_cooldown>machine_replacement_cooldown-machine_capacity-job_delivery_relaxation/pair_number_of_alternative_machines,886.4069167029286,3123.733825577282,415.4125777657955,1607.4965793697831,410.1298803401232,634.8728745549935,419.7718797881817,510.7883484017776
job_remaining_number_of_operations*{12.0}>machine_capacity+machine_capacity+machine_replacement_cooldown/operation_work_required<machine_capacity/operation_windup<job_delivery_relaxation/job_time_alive-job_time_alive>job_time_alive+{-9.0}/warehouse_utilization_rate+{-2.0}<operation_work_required,697.9701189028548,2668.932256048084,367.0539568177225,1234.9601911960883,367.5767728622927,507.7776216277913,369.8062615235017,468.3264944331838
job_remaining_number_of_operations*{2.0}/operation_windup<job_time_alive/job_relative_deadline*job_earliness_penalty*operation_work_required<job_remaining_number_of_operations/{3.0}*pair_number_of_alternative_machines<machine_capacity<job_time_alive-operation_windup>{9.0}-machine_capacity+job_time_alive,363.26801221778186,1220.7709049037437,352.4985694718841,571.9973882918159,357.13119020471424,389.2419599720054,346.9625347117194,351.78825706498554
job_time_alive>job_delivery_relaxation>operation_cooldown<machine_current_breakdown_rate<job_relative_deadline*pair_number_of_alternative_machines+pair_expected_work_power<machine_capacity>job_time_alive/operation_work_required/operation_work_required*job_delivery_relaxation-{9.0}<pair_number_of_alternative_operations+{-3.0}>job_relative_deadline,310.24921561174966,384.4115996244415,345.4174288640266,297.11707193114,331.4389267216458,309.68893713354834,344.17300182174193,331.54892636881266
job_time_alive>pair_number_of_alternative_machines/{5.0}*machine_replacement_cooldown>machine_capacity<{-8.0}>{9.0}*job_earliness_penalty-operation_work_required/pair_number_of_alternative_operations+job_lateness_penalty+job_earliness_penalty>pair_number_of_alternative_operations/pair_number_of_alternative_operations-job_earliness_penalty*job_relative_deadline,517.0571839277094,2678.223577022379,372.3250958372872,1063.5599508165528,365.5836845775736,434.6814511758257,362.056247945133,444.9076403538275
machine_current_breakdown_rate+machine_current_breakdown_rate+job_delivery_relaxation<job_remaining_number_of_operations-{-13.0}-operation_windup>job_earliness_penalty+job_remaining_work_to_complete+job_relative_deadline*operation_windup/{-1.0}/job_time_alive>warehouse_utilization_rate-operation_windup+job_remaining_work_to_complete>job_remaining_work_to_complete,492.3995447235183,1281.7899702458974,344.7864727765688,841.4859985227951,322.48092610780185,379.4909068364632,311.3045310732448,308.7385872165043
machine_current_breakdown_rate-pair_expected_work_power<{10.0}*operation_cooldown-job_delivery_relaxation>job_delivery_relaxation+operation_cooldown/pair_number_of_alternative_machines<{8.0}-job_earliness_penalty-machine_cooldown<{-10.0}<machine_replacement_cooldown/pair_expected_work_power>machine_capacity/machine_cooldown,510.42868505495534,2807.456134224203,380.8709275983762,1172.3102695464868,369.33851505279546,488.5333361348429,351.7388979603152,401.4166673969806
machine_current_breakdown_rate-pair_number_of_alternative_operations*pair_expected_work_power<machine_replacement_cooldown+job_remaining_number_of_operations/pair_number_of_alternative_machines<pair_expected_work_power*machine_replacement_cooldown*job_lateness_penalty+machine_replacement_cooldown*job_delivery_relaxation>job_time_alive<operation_cooldown-{-2.0}<job_remaining_number_of_operations-job_delivery_relaxation,832.3271516181312,3143.151815119094,431.0236388428112,1156.141022152779,498.736472129297,532.6940375713664,405.2757053230043,576.4474836234594
operation_cooldown*operation_windup>job_lateness_penalty*operation_cooldown-{9.0}*warehouse_utilization_rate+machine_replacement_cooldown>{-3.0}/job_earliness_penalty/job_relative_deadline+job_lateness_penalty*pair_number_of_alternative_operations/operation_windup-machine_capacity<{-3.0}>machine_capacity,409.0376574539373,910.4029967107532,350.3024590011994,467.43115470641067,353.1036074406427,325.29769224746167,341.0053949516191,357.6200046729186
operation_work_required*operation_cooldown*{-15.0}-pair_expected_processing_time+job_relative_deadline>machine_cooldown-operation_work_required+job_remaining_number_of_operations*machine_replacement_cooldown*machine_current_breakdown_rate+pair_expected_processing_time-job_remaining_work_to_complete-machine_capacity*job_remaining_work_to_complete-{-14.0}-machine_capacity,301.11579510722265,380.3677534274461,342.9320275660751,297.72458711011643,318.64255579086546,302.0808354940274,338.2662056784179,326.6716885045646
operation_work_required*operation_work_required<job_delivery_relaxation>pair_number_of_alternative_operations-operation_work_required>job_time_alive+job_delivery_relaxation<machine_replacement_cooldown+{9.0}<{2.0}+pair_expected_processing_time-{-3.0}/job_lateness_penalty+job_remaining_number_of_operations>{10.0}+operation_windup,744.2876727551511,3146.8415640748053,382.4478887523848,1590.702399463244,396.5625331069239,496.816943689157,394.68665703151095,472.5829722118362
operation_work_required*pair_expected_processing_time>pair_number_of_alternative_machines+pair_number_of_alternative_operations<{-8.0}/{-8.0}<job_earliness_penalty+operation_work_required>job_delivery_relaxation+pair_number_of_alternative_operations<machine_current_breakdown_rate+job_remaining_number_of_operations+{-13.0}*machine_capacity/job_remaining_work_to_complete>job_lateness_penalty,308.44079533368546,386.6517967721882,341.1047737417246,293.64702686720136,339.2337011815925,300.249424104768,343.9405828988171,335.9954713794959
operation_work_required>{-11.0}/pair_expected_processing_time-job_lateness_penalty+pair_expected_processing_time>job_time_alive<machine_capacity*machine_replacement_cooldown>job_remaining_work_to_complete+job_earliness_penalty>{-13.0}+pair_number_of_alternative_operations>{-8.0}+job_lateness_penalty*machine_cooldown<pair_expected_processing_time,311.6415913019876,398.31827684523154,346.336588585367,288.3735815733335,339.742006570532,309.1389288667345,340.9716328845048,338.1983065913461
pair_expected_processing_time<warehouse_utilization_rate<machine_current_breakdown_rate-{-9.0}>pair_expected_processing_time<{0.0}/pair_expected_work_power/job_earliness_penalty/job_remaining_work_to_complete<pair_expected_processing_time-{11.0}-job_time_alive*machine_cooldown*job_delivery_relaxation/machine_current_breakdown_rate>pair_expected_work_power,318.2865633929588,378.567739550021,341.48252862475766,298.9270528176305,338.1922243960008,299.67497144898664,336.39109272204206,327.5195140110021
pair_expected_work_power+{-6.0}/job_time_alive/{9.0}-job_time_alive-{14.0}>operation_windup<{12.0}+pair_expected_work_power*job_time_alive+{2.0}>{14.0}/job_delivery_relaxation>pair_number_of_alternative_machines<{15.0}-job_earliness_penalty,329.9201833871776,482.5439515051922,344.37622716027204,310.28157345653136,333.7136567230541,314.01184397159005,345.5396846896345,338.24460782617336
pair_number_of_alternative_machines*operation_work_required*pair_number_of_alternative_operations*machine_capacity-job_delivery_relaxation/{-9.0}-job_time_alive/job_remaining_work_to_complete<{-11.0}-machine_capacity-pair_expected_work_power+job_earliness_penalty+machine_current_breakdown_rate<warehouse_utilization_rate>warehouse_utilization_rate+{4.0},648.9015366592232,2662.654080845736,346.0709292074131,1176.2316401245787,359.4412338532031,484.2270287647962,346.7737041233132,399.6840887007807
pair_number_of_alternative_machines*{12.0}-machine_cooldown+machine_capacity<job_remaining_work_to_complete>machine_current_breakdown_rate>operation_work_required>machine_capacity-job_remaining_number_of_operations*{3.0}*job_earliness_penalty/job_remaining_number_of_operations+job_relative_deadline-warehouse_utilization_rate/machine_capacity*machine_replacement_cooldown,418.94677407151903,1081.335574927825,344.271165150459,655.799797931713,427.11155288086593,485.1612565656458,322.1283336456856,358.51854030171125
pair_number_of_alternative_operations<operation_windup/job_relative_deadline<machine_current_breakdown_rate<pair_expected_work_power/machine_capacity/pair_number_of_alternative_operations<job_time_alive<machine_replacement_cooldown/operation_windup/pair_expected_work_power+pair_expected_work_power/machine_replacement_cooldown-{-2.0}+job_remaining_number_of_operations-machine_current_breakdown_rate,366.6750707365553,929.520693300595,349.8391562422409,466.5310322529353,343.08644970428776,342.3580757752123,340.69265334264486,339.09394352478694
warehouse_utilization_rate<job_lateness_penalty+{15.0}-job_time_alive/operation_windup*machine_cooldown>job_delivery_relaxation-job_delivery_relaxation<machine_replacement_cooldown>job_remaining_number_of_operations<machine_current_breakdown_rate+{-8.0}+warehouse_utilization_rate>operation_cooldown<{2.0}>pair_expected_work_power,497.61796690149976,1705.4236601991695,352.84799912009703,670.544124606713,357.014996987444,371.6463293015928,360.8121241415397,348.7019799729932
{-10.0}+job_delivery_relaxation*job_remaining_work_to_complete-job_earliness_penalty+{4.0}+warehouse_utilization_rate<pair_expected_processing_time-pair_number_of_alternative_machines<{5.0}+job_relative_deadline>pair_expected_work_power<{4.0}-job_earliness_penalty*{11.0}/job_lateness_penalty*machine_cooldown,819.957688113708,3154.6580431606208,424.16178103681466,1701.838194097374,464.5032770437436,777.7886667347576,440.7203368065174,540.1074655673615
