Individual,Fitness_0,Fitness_25,Fitness_50,Fitness_75,Fitness_100,Fitness_125,Fitness_150,Fitness_175
machine_cooldown>machine_current_breakdown_rate/pair_expected_processing_time>job_remaining_number_of_operations*operation_windup-operation_cooldown>machine_capacity-machine_replacement_cooldown+pair_expected_processing_time-operation_windup>job_delivery_relaxation*{-14.0}+pair_number_of_alternative_machines<job_delivery_relaxation>machine_cooldown<machine_current_breakdown_rate,481.671453376151,1545.5455437182966,367.1065055557075,732.0167304204241,333.13883859233994,390.8946750495776,336.1594552233744,367.0827635505353
machine_current_breakdown_rate<machine_current_breakdown_rate>machine_capacity+machine_replacement_cooldown<{-2.0}+pair_number_of_alternative_machines/job_remaining_work_to_complete+{8.0}<job_remaining_number_of_operations>job_relative_deadline*{1.0}<job_delivery_relaxation-job_lateness_penalty/job_relative_deadline>machine_current_breakdown_rate>job_earliness_penalty,341.64950151555377,985.1732270666766,347.6744103808816,501.3861101541655,338.3462023503882,379.67347533360055,337.08664479024,343.1466241684262
machine_replacement_cooldown+{1.0}<pair_expected_processing_time+job_earliness_penalty-operation_windup+pair_expected_processing_time/operation_cooldown+job_relative_deadline>{12.0}/job_remaining_number_of_operations+{5.0}/pair_expected_work_power-{12.0}<pair_expected_processing_time/warehouse_utilization_rate-machine_cooldown,308.9883580244074,406.8973516982623,342.5190848010868,272.4225028100154,324.14443790111494,308.2793811789094,333.8832684279941,331.1529980486502
machine_replacement_cooldown-{-4.0}<warehouse_utilization_rate*pair_number_of_alternative_operations+job_remaining_number_of_operations-pair_expected_processing_time<operation_windup*pair_expected_work_power-machine_cooldown*{-1.0}+operation_windup<pair_number_of_alternative_machines<{-13.0}*pair_number_of_alternative_machines>job_lateness_penalty>machine_cooldown,307.5086559257368,382.4835441473173,350.5906060968841,307.10225700963656,336.7580094811481,306.6295781222511,345.5333961773352,338.6062461800659
machine_replacement_cooldown/operation_cooldown*operation_windup<{-3.0}/pair_expected_work_power*warehouse_utilization_rate-pair_number_of_alternative_machines-warehouse_utilization_rate>{0.0}*operation_windup-warehouse_utilization_rate/pair_expected_work_power-pair_expected_processing_time/operation_work_required/pair_expected_work_power*pair_expected_processing_time,307.0533845629056,397.0939762853169,341.1746056470123,295.90750200227046,339.7359348014823,305.85436162938987,337.51027278755515,334.75814640794795
operation_cooldown>operation_cooldown<job_relative_deadline/pair_expected_work_power<pair_expected_processing_time>{0.0}/pair_expected_processing_time<job_earliness_penalty<operation_work_required<job_lateness_penalty+warehouse_utilization_rate>job_delivery_relaxation+{15.0}/job_remaining_number_of_operations*machine_capacity*job_remaining_work_to_complete,433.1999675695181,1083.1984257251593,355.5015974997369,601.1969027685205,374.1975230920488,381.8038060474071,358.34804141051256,361.1455979829976
operation_windup*{-9.0}+job_time_alive*job_time_alive+job_delivery_relaxation/pair_expected_processing_time*job_lateness_penalty>machine_current_breakdown_rate/warehouse_utilization_rate>job_remaining_work_to_complete/machine_current_breakdown_rate>machine_cooldown-operation_cooldown<warehouse_utilization_rate*job_time_alive>job_remaining_number_of_operations,366.18523419578185,926.6386510901444,337.6843644127436,468.4855994937887,332.4246077815136,349.01531501210656,328.9650412408312,325.5114220804546
operation_windup-job_relative_deadline+pair_expected_work_power*machine_replacement_cooldown/job_lateness_penalty*job_relative_deadline+{13.0}/machine_capacity+job_remaining_number_of_operations/pair_number_of_alternative_machines-operation_work_required<{-8.0}>job_remaining_number_of_operations<{-12.0}>{-3.0}*job_remaining_work_to_complete,434.7842504445384,833.5114460069773,390.27849288126544,570.1484705744226,387.53259982710193,389.5530370469406,384.1341707161424,388.6498572879472
operation_windup/warehouse_utilization_rate/pair_expected_work_power*machine_cooldown>operation_cooldown<{4.0}*{9.0}*job_delivery_relaxation+job_lateness_penalty<job_remaining_work_to_complete/machine_cooldown+warehouse_utilization_rate/{9.0}+{-6.0}/job_lateness_penalty/job_relative_deadline,304.7915462053253,385.8841129273059,341.6514016773291,288.1965011840819,330.6540874103787,306.1694798946103,336.49515380578384,330.84565964958955
pair_expected_processing_time*{-12.0}/job_time_alive+machine_current_breakdown_rate-operation_cooldown+{-11.0}+operation_windup<warehouse_utilization_rate*{-10.0}*{-3.0}+machine_cooldown-machine_replacement_cooldown>job_remaining_work_to_complete<operation_cooldown-job_earliness_penalty*job_remaining_work_to_complete,412.18437229670224,1030.5390142590202,356.12632682114327,594.0787908761819,348.0417666880931,373.720426697802,369.6247861097385,343.63732796961966
pair_expected_processing_time*{4.0}+{-2.0}+{8.0}-warehouse_utilization_rate-job_earliness_penalty<pair_number_of_alternative_operations+job_delivery_relaxation+pair_number_of_alternative_operations<machine_capacity<pair_expected_work_power*operation_work_required-machine_capacity*machine_capacity>job_delivery_relaxation-machine_replacement_cooldown,312.0619556437373,402.8772661424882,334.5966507566781,289.8202999379808,339.8505710939652,298.62339518204254,336.5564764723149,325.4038418700783
pair_expected_work_power+operation_work_required+job_delivery_relaxation+job_relative_deadline<machine_capacity<operation_cooldown>machine_replacement_cooldown+job_remaining_number_of_operations<pair_number_of_alternative_machines>job_lateness_penalty<{0.0}>job_relative_deadline*{0.0}*warehouse_utilization_rate*operation_work_required<machine_replacement_cooldown,317.95580520568353,400.2449407038876,346.6388760233021,288.44282135860027,340.49502426349545,331.39819135141363,349.1683096292096,347.2585409462446
pair_expected_work_power+pair_expected_work_power+operation_windup>job_relative_deadline/machine_cooldown<pair_number_of_alternative_machines<pair_number_of_alternative_operations*machine_capacity/{9.0}<operation_windup>{5.0}>{11.0}<job_delivery_relaxation>{-6.0}-machine_capacity-pair_expected_work_power,316.7868780460228,378.7737962173754,348.06291470956114,280.5779485047897,338.51400696713216,307.78551129842265,342.6840187556724,336.0032620355381
pair_expected_work_power-warehouse_utilization_rate/job_delivery_relaxation/{-7.0}-pair_number_of_alternative_operations/{7.0}>job_relative_deadline/job_remaining_number_of_operations<pair_expected_processing_time<machine_capacity*machine_cooldown/pair_expected_work_power*{-2.0}/job_remaining_number_of_operations/machine_cooldown*pair_expected_work_power,744.440480374157,2850.344993362766,383.5683631009184,1159.2629936975038,409.4305221801672,486.7699909289385,378.68600024785695,442.2913672619117
pair_number_of_alternative_machines*machine_capacity*pair_expected_processing_time/machine_replacement_cooldown*operation_windup/pair_number_of_alternative_machines-pair_expected_processing_time*job_time_alive/{-6.0}*pair_expected_work_power>operation_windup*job_delivery_relaxation<machine_cooldown>job_earliness_penalty/warehouse_utilization_rate>pair_number_of_alternative_operations,596.84164218838,1425.5347364529691,359.78631484146496,613.9095477774762,390.6841281207629,417.9739062356055,346.7113400310576,364.6766595827119
pair_number_of_alternative_machines<job_earliness_penalty<machine_capacity<{-6.0}+machine_replacement_cooldown-job_remaining_number_of_operations<{0.0}-machine_current_breakdown_rate*job_remaining_number_of_operations<job_relative_deadline/pair_number_of_alternative_operations*operation_work_required-{0.0}-pair_number_of_alternative_operations<pair_number_of_alternative_operations/operation_work_required,537.8017774839012,1742.885162426267,338.341548525041,877.3525998855022,345.0054611275576,423.3164500793976,423.30373501933855,358.9644256476829
pair_number_of_alternative_operations*{-14.0}*job_remaining_work_to_complete*operation_work_required*warehouse_utilization_rate-pair_expected_work_power+job_lateness_penalty/job_earliness_penalty>{0.0}+pair_number_of_alternative_operations+operation_windup>{-14.0}-{-6.0}+job_remaining_work_to_complete>pair_expected_work_power/job_lateness_penalty,314.55348124615074,391.1324256487172,349.430465653885,289.3655034285818,341.0782103237693,309.5985685987963,349.0778249005845,339.7440463774499
{-10.0}>{-2.0}-job_delivery_relaxation<operation_work_required+operation_windup+{-5.0}-operation_work_required+job_delivery_relaxation/machine_cooldown*{9.0}*machine_current_breakdown_rate<pair_number_of_alternative_operations>job_delivery_relaxation-pair_expected_work_power-job_remaining_number_of_operations<{7.0},700.0696480987159,2687.831789843909,394.52464021857946,1186.0870778053652,403.5072040193728,562.167785257224,425.4891454334593,490.8303583823516
{-14.0}*machine_cooldown>job_remaining_work_to_complete*pair_number_of_alternative_machines-warehouse_utilization_rate+machine_capacity<{1.0}-job_relative_deadline-job_earliness_penalty+{6.0}/operation_cooldown+operation_windup-operation_work_required+{-14.0}-operation_windup-job_earliness_penalty,297.26345024742056,378.07515639057294,344.96136289287296,292.24671920033103,346.1913536396614,287.5110684835493,345.0594574347986,336.59456550552886
{-9.0}<pair_number_of_alternative_operations+operation_cooldown+machine_replacement_cooldown/{-2.0}<job_relative_deadline>job_time_alive*warehouse_utilization_rate*machine_cooldown>job_lateness_penalty/pair_number_of_alternative_machines-job_relative_deadline<operation_cooldown/machine_capacity*{-13.0}-job_earliness_penalty,852.3735035346393,3439.95039865575,407.7816042629182,2409.937848830034,442.3792565452037,661.9259685674664,446.0024220405263,562.8284713642726
{4.0}<{-9.0}*operation_work_required/job_remaining_work_to_complete>operation_windup<machine_current_breakdown_rate*machine_capacity>pair_number_of_alternative_machines/warehouse_utilization_rate-{3.0}*operation_cooldown*pair_expected_processing_time+operation_work_required-warehouse_utilization_rate-job_remaining_number_of_operations<{11.0},377.052984583968,688.2221271437024,343.31247462635986,463.0815810151181,349.25651969395904,323.405601458509,342.43754320076056,337.838978143966
job_earliness_penalty*job_remaining_work_to_complete*job_earliness_penalty-job_earliness_penalty*pair_expected_processing_time+operation_work_required>job_remaining_work_to_complete*pair_number_of_alternative_operations+warehouse_utilization_rate<operation_windup+job_remaining_number_of_operations+operation_windup<job_time_alive+pair_expected_processing_time/machine_cooldown>{5.0},311.8964980624155,378.96854578916646,339.28289771162565,285.26860893116867,331.65209643332213,305.9162111864193,337.8577910795328,331.75576771736155
job_earliness_penalty>machine_cooldown*{14.0}>operation_windup+pair_expected_work_power>operation_work_required/job_lateness_penalty*job_relative_deadline<{0.0}/pair_expected_processing_time*operation_work_required<{0.0}<pair_number_of_alternative_machines+job_time_alive/job_earliness_penalty>machine_capacity,304.34726799167794,400.61072515897854,342.8521606748496,300.79819588674513,333.3553180540658,304.54308075966026,342.6135023253266,335.02469621198105
job_lateness_penalty+warehouse_utilization_rate<operation_work_required-{5.0}+pair_number_of_alternative_operations*job_delivery_relaxation<machine_cooldown>pair_number_of_alternative_machines+pair_number_of_alternative_machines/pair_expected_work_power<machine_capacity/machine_current_breakdown_rate>{5.0}+operation_work_required<pair_expected_work_power-operation_windup,312.9264624456703,392.60100297683385,354.55156944055665,291.5302071990037,342.3287043467371,310.7731420057739,343.57221419628087,339.6022457504345
job_relative_deadline+job_lateness_penalty<operation_windup*pair_number_of_alternative_machines*machine_cooldown*{-9.0}/job_time_alive/job_delivery_relaxation>operation_windup-operation_work_required-machine_replacement_cooldown*pair_number_of_alternative_machines/job_delivery_relaxation*job_earliness_penalty+{12.0}>job_time_alive,497.8702269133836,1158.956770676053,320.42361647214466,576.2103246556835,316.6216245415303,361.2288933415193,319.2855672059497,316.6061784387935
job_relative_deadline+job_remaining_number_of_operations/operation_cooldown-operation_cooldown>job_relative_deadline<job_remaining_work_to_complete*pair_number_of_alternative_machines/job_lateness_penalty*warehouse_utilization_rate-machine_capacity>job_remaining_number_of_operations<job_delivery_relaxation>machine_replacement_cooldown*job_relative_deadline-machine_cooldown>{-9.0},483.87597458239264,937.3925073463752,411.23456675569264,621.7336089734251,410.038537785636,437.852146277119,405.2953724024901,418.92792908089496
job_relative_deadline<{11.0}>{13.0}+operation_windup+job_remaining_number_of_operations/machine_capacity-machine_replacement_cooldown<machine_capacity>machine_current_breakdown_rate>pair_number_of_alternative_operations+job_time_alive-pair_number_of_alternative_machines+machine_cooldown-{-10.0}<job_delivery_relaxation<pair_number_of_alternative_machines,312.17662907268885,385.33087590767377,344.89717616987434,296.0705822835394,335.90947842871594,304.4669492281111,344.64240731658737,333.9151149413617
job_remaining_number_of_operations*job_time_alive/{3.0}>pair_expected_work_power/job_relative_deadline<{1.0}/job_earliness_penalty-{12.0}-job_remaining_number_of_operations>operation_windup/{1.0}*pair_expected_work_power>machine_capacity+{11.0}*pair_number_of_alternative_operations>pair_expected_processing_time,727.0125657315916,2629.801657791217,379.39974091398784,1060.425074055515,347.39929944799167,481.7121533001226,375.9323044937211,404.4920763635399
job_remaining_number_of_operations*pair_number_of_alternative_machines+machine_current_breakdown_rate-operation_windup<machine_current_breakdown_rate+job_time_alive+job_time_alive-job_earliness_penalty/pair_expected_work_power/{15.0}-pair_number_of_alternative_machines<machine_current_breakdown_rate-operation_windup>operation_windup*{0.0}<warehouse_utilization_rate,445.7331880884777,1928.940248187128,404.9919599227304,880.3878953791065,350.3638499798432,483.48814050778753,346.85179692849647,337.33360434359014
job_remaining_number_of_operations/job_remaining_work_to_complete*{-12.0}+pair_number_of_alternative_operations/machine_capacity*pair_expected_work_power<operation_windup<operation_windup*machine_capacity-{9.0}*pair_expected_processing_time/machine_current_breakdown_rate<job_earliness_penalty>job_remaining_number_of_operations+warehouse_utilization_rate*{-12.0},303.4768671777982,389.1850704993427,341.05883849652486,297.4709367547404,322.5110376144624,307.02869424359744,332.8230354071699,328.000496079112
job_time_alive*{8.0}-operation_windup-job_lateness_penalty/operation_work_required<pair_number_of_alternative_operations-job_relative_deadline+job_time_alive+job_delivery_relaxation+operation_work_required+job_lateness_penalty>machine_replacement_cooldown+pair_number_of_alternative_operations-pair_number_of_alternative_operations/job_time_alive/machine_replacement_cooldown,311.58101395694354,395.1764226126314,338.2486563651448,293.10814712267734,332.34739102328604,308.42944442348715,335.1934317640771,333.0227195139517
machine_capacity+machine_cooldown>operation_work_required<machine_capacity/operation_work_required>operation_work_required*pair_expected_work_power*operation_windup+job_lateness_penalty<{8.0}>machine_current_breakdown_rate<pair_number_of_alternative_operations<operation_work_required<{-5.0}-operation_work_required*warehouse_utilization_rate,513.7850846370485,2405.715084066528,345.90122261424017,1018.3635059926952,331.97116433878136,431.0213486515233,330.5916829098142,349.9047029211718
machine_capacity-job_earliness_penalty+job_time_alive/job_delivery_relaxation+job_remaining_work_to_complete+job_lateness_penalty>job_relative_deadline+{7.0}-pair_expected_work_power+pair_number_of_alternative_operations+machine_cooldown<pair_expected_work_power>job_time_alive+{-11.0}>{-1.0}-job_remaining_work_to_complete,332.3039927211887,388.1838268778887,335.07491037010635,298.16853602020785,335.0341061112399,332.681283935948,332.38052546154,328.43142031463213
machine_capacity-{0.0}>warehouse_utilization_rate<machine_current_breakdown_rate<machine_current_breakdown_rate<job_remaining_number_of_operations>{13.0}<pair_number_of_alternative_machines*{13.0}<{10.0}/operation_work_required+warehouse_utilization_rate/pair_number_of_alternative_operations<job_relative_deadline*operation_windup<pair_number_of_alternative_machines,349.52566315590053,844.8122616323031,362.154391510385,379.414004957236,349.30534027141795,352.63458850124573,359.9558816916545,361.4000677550014
machine_capacity<machine_capacity/operation_work_required>machine_current_breakdown_rate<job_earliness_penalty+job_remaining_work_to_complete*job_remaining_work_to_complete*job_remaining_work_to_complete-operation_work_required+job_delivery_relaxation*job_lateness_penalty>job_earliness_penalty*job_delivery_relaxation-pair_number_of_alternative_operations/pair_expected_work_power+pair_number_of_alternative_machines,379.2469073702158,1107.726659423118,334.2305370423776,498.1245093437721,314.77986699796486,342.6516763679117,315.8025953632287,311.5164036145673
machine_cooldown+job_time_alive-machine_capacity<operation_cooldown*machine_cooldown-{13.0}>{-1.0}<machine_replacement_cooldown+job_remaining_number_of_operations/warehouse_utilization_rate<pair_number_of_alternative_operations-machine_cooldown>{-7.0}*{0.0}*machine_current_breakdown_rate-{-4.0},507.1504720701162,378.83401513448666,350.2869110256235,489.18046750797527,338.17458881210973,339.88999788134737,426.1840520838558,337.2763989248268
machine_cooldown<{13.0}+machine_cooldown/warehouse_utilization_rate>machine_capacity*{1.0}-job_remaining_work_to_complete*job_delivery_relaxation-pair_number_of_alternative_machines/pair_number_of_alternative_machines/{3.0}/{1.0}>{6.0}-operation_windup>job_delivery_relaxation>job_delivery_relaxation,306.96213321638766,381.9745997251565,342.16548355675855,291.23415681761105,335.22774077513816,297.263111196226,343.94506099281267,334.98832128295413
machine_replacement_cooldown+pair_expected_processing_time*operation_windup/job_lateness_penalty-job_remaining_number_of_operations/job_remaining_number_of_operations*job_relative_deadline*operation_cooldown*machine_replacement_cooldown*operation_windup*pair_expected_work_power<machine_current_breakdown_rate-operation_windup+machine_current_breakdown_rate/job_earliness_penalty+{2.0},610.8010168198928,1358.418059134606,389.1479836149525,715.5916733750803,447.7793587511104,424.6092404908053,432.7050407675812,438.5495409210109
machine_replacement_cooldown<machine_replacement_cooldown-pair_number_of_alternative_machines*operation_cooldown-{15.0}>pair_number_of_alternative_machines<{14.0}-operation_work_required-pair_expected_work_power-{-10.0}<machine_current_breakdown_rate*{1.0}+machine_cooldown*{-9.0}<pair_expected_processing_time-{-3.0},309.01462334190177,392.8398823603772,344.7438927427479,287.17361003731907,339.57531127861483,301.4699860133883,339.72662726569905,337.9019094582966
operation_cooldown*machine_replacement_cooldown*job_earliness_penalty<pair_expected_work_power<job_remaining_work_to_complete/operation_cooldown-job_delivery_relaxation*warehouse_utilization_rate+machine_current_breakdown_rate*operation_work_required<pair_expected_work_power+machine_capacity<job_time_alive-machine_capacity<{-8.0}+machine_current_breakdown_rate,375.3485112602754,611.7940146015144,336.9277906472529,414.1694616851512,332.0027692410363,325.17914491180534,322.078479529001,324.84179809800423
operation_cooldown+pair_number_of_alternative_machines+machine_replacement_cooldown<pair_number_of_alternative_machines+job_remaining_number_of_operations*pair_number_of_alternative_operations<job_relative_deadline<job_time_alive-{-12.0}*job_remaining_work_to_complete*job_relative_deadline/machine_cooldown-job_remaining_number_of_operations<machine_capacity<operation_cooldown-warehouse_utilization_rate,499.2750474249758,977.9286589457272,460.9269504575418,571.3617044895303,436.49375708224346,481.84482149595306,397.3244226350749,458.7455740487473
operation_cooldown-warehouse_utilization_rate>machine_replacement_cooldown+machine_capacity*{-6.0}-warehouse_utilization_rate>job_remaining_number_of_operations*machine_cooldown<job_remaining_work_to_complete-pair_expected_work_power-pair_expected_work_power-pair_number_of_alternative_operations<machine_current_breakdown_rate>job_remaining_work_to_complete*{6.0}+operation_cooldown,395.84455867088224,571.36887822998,333.5280309251864,422.3299109675981,331.0638840765748,339.50689631270563,336.11416770040245,316.0117549880834
operation_work_required+operation_work_required*pair_number_of_alternative_operations*machine_capacity>job_remaining_number_of_operations>operation_windup>operation_work_required-pair_expected_work_power*job_time_alive/job_lateness_penalty/machine_capacity*{-5.0}/operation_windup/machine_current_breakdown_rate-job_earliness_penalty-warehouse_utilization_rate,440.4741655526309,1342.2731644056148,348.82542245908166,644.9715375677608,342.947643408421,367.6792798738252,331.59726098262206,327.8647275259353
operation_work_required>pair_number_of_alternative_operations+job_relative_deadline-machine_current_breakdown_rate*{6.0}-machine_replacement_cooldown>job_remaining_work_to_complete<warehouse_utilization_rate*machine_cooldown*{-11.0}<job_relative_deadline>machine_current_breakdown_rate/{2.0}<machine_capacity/{-8.0}<job_relative_deadline,309.8519961156927,390.17532131797697,350.84950359399426,299.9069784794601,334.5480460676942,299.3876934186614,342.91016515775334,336.36755933924854
pair_expected_work_power<machine_current_breakdown_rate*pair_number_of_alternative_operations/warehouse_utilization_rate/{-13.0}<operation_cooldown-{11.0}/job_time_alive+job_relative_deadline>operation_cooldown>{-3.0}<machine_cooldown/job_earliness_penalty*job_remaining_work_to_complete+machine_replacement_cooldown>pair_number_of_alternative_operations,314.33689086221824,386.1827967159812,349.1271642380524,290.48904828972,341.96789836603665,306.54681477278405,345.562624547978,336.1785629572854
pair_number_of_alternative_operations*job_lateness_penalty-job_lateness_penalty+warehouse_utilization_rate-job_remaining_work_to_complete>{3.0}>pair_number_of_alternative_machines*job_remaining_number_of_operations>job_time_alive<pair_expected_processing_time/pair_expected_work_power+machine_capacity/pair_expected_processing_time*machine_current_breakdown_rate>job_remaining_number_of_operations/job_earliness_penalty,310.076983923515,390.6804984526668,340.1698135756841,306.49031564500586,336.11663672478414,302.01805413207194,332.009465068262,328.2227526471232
pair_number_of_alternative_operations+operation_windup<pair_expected_processing_time<pair_number_of_alternative_machines*job_remaining_number_of_operations-job_earliness_penalty*pair_expected_work_power<job_remaining_work_to_complete-pair_number_of_alternative_machines*job_remaining_work_to_complete<{-11.0}>operation_windup>job_lateness_penalty/{8.0}<job_remaining_number_of_operations>pair_number_of_alternative_operations,462.3703447735157,907.1627061166132,331.78054742392453,502.225493617857,327.48630819882374,331.4706123465691,312.37558161093426,328.2136322436354
pair_number_of_alternative_operations/pair_expected_processing_time-{7.0}-job_remaining_work_to_complete+pair_number_of_alternative_machines<{6.0}<{-3.0}>job_time_alive>job_earliness_penalty*machine_current_breakdown_rate>{5.0}/job_lateness_penalty<machine_replacement_cooldown+{10.0}*pair_number_of_alternative_machines<pair_expected_processing_time,313.2783024048319,391.1324256487172,331.89674921499164,282.1458384092818,346.62558475043704,306.10325021240163,350.2499175121392,338.782349904548
warehouse_utilization_rate*job_remaining_number_of_operations+job_lateness_penalty*job_earliness_penalty>machine_replacement_cooldown+job_remaining_number_of_operations<warehouse_utilization_rate<machine_capacity/job_remaining_work_to_complete/machine_replacement_cooldown<operation_windup-machine_current_breakdown_rate>machine_capacity+machine_capacity-{4.0}*machine_cooldown,315.6457680772833,387.5540154099455,346.8219854621327,299.824588388858,339.4143199994152,312.6775374057526,343.2113648545479,331.4871725608082
{-10.0}>{14.0}*operation_windup*machine_cooldown>job_lateness_penalty<job_relative_deadline-job_lateness_penalty<{9.0}+pair_expected_work_power>job_remaining_work_to_complete/job_earliness_penalty<job_lateness_penalty+{14.0}+{5.0}+{-2.0}/job_delivery_relaxation,313.0999661344082,396.8305876029618,331.3401739519204,290.64941983404526,337.38819781994545,305.0853287226722,340.6116984550812,336.64377393012137
{10.0}+pair_number_of_alternative_operations*pair_expected_work_power+warehouse_utilization_rate*machine_replacement_cooldown<job_lateness_penalty-operation_cooldown*pair_expected_work_power+machine_replacement_cooldown-pair_expected_processing_time*job_time_alive*machine_replacement_cooldown<job_time_alive<pair_expected_work_power-machine_replacement_cooldown+job_remaining_number_of_operations,892.5905129138412,5265.29364091792,603.4207252428729,1948.2724273868089,475.2580608156821,778.1007023676576,545.1390775001983,597.118333417379
{13.0}*pair_expected_work_power<job_remaining_number_of_operations<job_remaining_work_to_complete>job_relative_deadline/{8.0}+job_time_alive<pair_expected_work_power-job_lateness_penalty-job_relative_deadline-pair_number_of_alternative_machines>pair_expected_processing_time-pair_expected_work_power/job_remaining_number_of_operations/machine_current_breakdown_rate+{0.0},314.2383208326121,398.0834632663914,348.6347063833947,291.2876863127315,339.78709790288707,312.85637031117363,342.0036204616132,343.475539074995
{3.0}+{6.0}>{-12.0}<job_delivery_relaxation+pair_number_of_alternative_machines<pair_expected_processing_time+{-5.0}>job_relative_deadline-pair_number_of_alternative_operations+warehouse_utilization_rate<pair_number_of_alternative_operations*machine_cooldown+machine_current_breakdown_rate-pair_number_of_alternative_machines/machine_capacity>{-13.0},311.63565835871583,394.1948994324479,345.5473632727676,300.6452682008812,331.6297898874791,307.64087193540416,335.3247760869237,324.992059001782
job_delivery_relaxation/job_delivery_relaxation-job_remaining_number_of_operations+pair_number_of_alternative_operations*operation_cooldown+warehouse_utilization_rate>machine_current_breakdown_rate-job_remaining_number_of_operations/job_remaining_number_of_operations/machine_replacement_cooldown<{-1.0}/operation_windup/{14.0}+pair_number_of_alternative_machines/machine_current_breakdown_rate>{-10.0},310.4636006410155,391.3513351607255,343.50008242568174,298.4584596120176,340.0056623064085,308.3847210479952,345.98561193012057,339.5148365392866
job_delivery_relaxation<machine_capacity*{-5.0}*pair_number_of_alternative_machines-{-9.0}<pair_expected_work_power<job_remaining_work_to_complete*machine_replacement_cooldown-machine_cooldown*job_remaining_number_of_operations-pair_number_of_alternative_machines-operation_windup<pair_expected_processing_time>machine_replacement_cooldown*pair_number_of_alternative_machines>job_time_alive,775.039931689622,2707.744140266359,387.79188485751854,1159.2221837348618,385.8307999652354,494.4822839255784,353.45347402848165,473.8642205423543
job_earliness_penalty<{-7.0}/job_relative_deadline+machine_current_breakdown_rate<job_remaining_work_to_complete-job_remaining_work_to_complete/machine_current_breakdown_rate<operation_work_required-machine_replacement_cooldown-{-11.0}<job_lateness_penalty+machine_replacement_cooldown<job_remaining_number_of_operations+job_lateness_penalty<{12.0}-pair_number_of_alternative_operations,559.1957754543766,1645.4601362473904,386.6578420595299,1031.7814265635109,346.6325914896361,435.54393248958246,353.49261014758804,379.990231982958
job_lateness_penalty/job_relative_deadline<job_remaining_work_to_complete-job_remaining_number_of_operations/job_earliness_penalty*pair_number_of_alternative_machines*{-9.0}-operation_cooldown<{5.0}>{9.0}+job_time_alive-warehouse_utilization_rate<warehouse_utilization_rate/operation_cooldown-job_earliness_penalty<{-8.0},416.44464093668427,1071.952892469366,330.8466933637378,599.2031871504983,319.95464198133936,360.2712327807923,327.1170049430731,309.64044556257875
job_relative_deadline-{-8.0}<job_delivery_relaxation+pair_number_of_alternative_machines+machine_cooldown-pair_expected_processing_time>pair_number_of_alternative_operations-machine_replacement_cooldown<operation_work_required-pair_number_of_alternative_machines-pair_number_of_alternative_machines-machine_current_breakdown_rate+{-4.0}>job_time_alive/job_relative_deadline*pair_expected_processing_time,485.7851729995475,893.401208886097,408.24631949569897,513.8546962604482,427.7807849983824,423.2145560616356,425.6248253912461,408.09378678780087
job_remaining_number_of_operations/{13.0}-operation_windup+{13.0}*machine_replacement_cooldown+pair_expected_work_power-{-10.0}/machine_replacement_cooldown<pair_expected_work_power*machine_current_breakdown_rate<{13.0}/machine_replacement_cooldown+job_time_alive>{-14.0}*operation_cooldown>machine_cooldown,773.6168221593342,2953.4359181422897,399.673896470838,1748.1733522707157,423.1445590182104,638.968225528995,425.58877961604367,505.0542574720088
job_remaining_work_to_complete>warehouse_utilization_rate*job_time_alive-{2.0}*pair_number_of_alternative_machines>{6.0}>pair_expected_processing_time*machine_cooldown-job_lateness_penalty*{-12.0}*{-10.0}<job_relative_deadline>operation_cooldown/warehouse_utilization_rate>pair_number_of_alternative_operations+{15.0},325.7322842756476,1018.6994871527886,329.4349749395506,517.768491832416,326.87193469092875,328.9295183016948,326.0344980497134,331.4833775387348
machine_capacity+pair_expected_processing_time>job_remaining_work_to_complete*operation_cooldown/{8.0}>machine_replacement_cooldown+pair_expected_processing_time*job_delivery_relaxation<pair_expected_work_power+job_time_alive*pair_number_of_alternative_operations-job_relative_deadline+machine_current_breakdown_rate-machine_cooldown*machine_cooldown/job_lateness_penalty,505.5180071626535,1038.270369906728,304.1007926099376,753.4008587339733,299.8384484328235,346.1561723543397,298.605190332771,296.3679961156428
machine_capacity<job_remaining_number_of_operations<pair_number_of_alternative_machines<pair_number_of_alternative_machines-job_lateness_penalty+job_remaining_work_to_complete*machine_current_breakdown_rate/{-13.0}+machine_current_breakdown_rate<warehouse_utilization_rate-job_earliness_penalty>job_earliness_penalty+pair_expected_work_power+job_lateness_penalty+pair_expected_processing_time>{7.0},314.6746397192302,400.273165405475,347.53790073510885,291.9199643985293,338.89091774937134,305.935936569936,350.3038834447754,340.70026040674645
machine_cooldown>job_delivery_relaxation*job_remaining_work_to_complete>{-9.0}<pair_number_of_alternative_machines*operation_work_required/{13.0}>operation_cooldown>{-4.0}-{12.0}-warehouse_utilization_rate*{-4.0}+{-2.0}-machine_cooldown/job_lateness_penalty>job_relative_deadline,308.3449998657566,383.7731855372365,345.90559063922933,299.59882326076786,337.00862829995066,302.7346124349812,340.05555351555535,331.32478010000875
machine_cooldown>job_relative_deadline-{8.0}/job_time_alive/job_time_alive<job_relative_deadline/machine_current_breakdown_rate-operation_windup/job_earliness_penalty>machine_current_breakdown_rate+machine_cooldown-job_earliness_penalty/machine_capacity>machine_cooldown<job_earliness_penalty*machine_replacement_cooldown,500.17954528768064,1067.7969199507588,304.6646157891776,501.5845535396932,307.1534487582911,312.3423161265146,308.07914457638793,308.14378662450383
