Step,Individual,Fitness
6,(warehouse_utilization_rate*(machine_processing_cost_per_second>(-1.25>pair_expected_work_power))),389.5480439576373
6,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
6,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*((-6.75>pair_expected_work_power)--1.25))),428.19538307626283
6,(-0.75*(((((-1.75>4.5)>(machine_capacity/-5.0))>pair_expected_work_power)+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
6,(warehouse_utilization_rate*(machine_processing_cost_per_second>(6.5>pair_expected_work_power))),389.5480439576373
6,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
6,(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--1.25))),385.54165616998097
6,((operation_cooldown>job_relative_deadline)>pair_expected_processing_time),490.04925562640665
6,(-0.75*(-1.75*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),426.4821267197804
6,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((6.5>4.5)>(machine_capacity/-5.0))>pair_expected_work_power))),389.5480439576373
6,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*warehouse_utilization_rate)),456.7505871935392
6,(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>-0.75)--1.25))),428.78824206233253
7,(-0.75*((-8.25+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),463.29014028620605
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_processing_time)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(machine_capacity/-5.0)))),385.54165616998097
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/machine_cooldown))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),385.54165616998097
7,(job_relative_deadline*(((((-1.75>4.5)>(machine_capacity/-5.0))>pair_expected_work_power)+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),432.21365882741856
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),385.54165616998097
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown)))*(((job_relative_deadline>6.5)>pair_expected_work_power)-9.75))),385.54165616998097
7,(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*((job_relative_deadline>10.0)--1.25))),452.76777617888985
7,(-0.75*((pair_expected_work_power+((((job_relative_deadline>6.5)>pair_expected_work_power)*machine_processing_cost_fixed)>machine_cooldown))*((machine_capacity>pair_expected_work_power)--1.25))),456.6627844651266
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*((job_relative_deadline>pair_expected_work_power)--6.75))),385.54165616998097
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>(pair_number_of_alternative_operations+job_starting_number_of_operations))--1.25))),414.68940575376405
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((operation_windup>6.5)>pair_expected_work_power)--6.75))),467.00084590593553
7,(-0.75*((pair_expected_work_power+(machine_processing_energy_fixed>machine_cooldown))*(((machine_processing_cost_per_second>job_relative_deadline)>pair_expected_work_power)--1.25))),385.54165616998097
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(-4.75/(operation_windup*warehouse_utilization_rate)))>pair_expected_work_power))),389.5480439576373
7,(warehouse_utilization_rate*(((machine_cooldown/machine_processing_energy_per_second)>-1.5)>pair_expected_work_power)),389.5480439576373
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>((job_starting_number_of_operations/machine_capacity)/(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown)))>pair_expected_work_power))),389.5480439576373
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(6.5>pair_number_of_alternative_operations))),450.77616633291717
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/0.75)))>pair_expected_work_power))),389.5480439576373
7,(9.0*(machine_processing_cost_per_second>(((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>((machine_replacement_cooldown>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power))),422.4989133791111
7,(3.75*(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)+pair_expected_work_power)>warehouse_utilization_rate)))),389.5480439576373
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((6.5>4.5)>(machine_capacity/-5.0))>pair_expected_work_power))),389.5480439576373
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>(machine_capacity/((job_relative_deadline>6.5)>pair_expected_work_power)))>((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>pair_expected_work_power))),389.5480439576373
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75<4.5)+(job_remaining_work_to_complete+operation_cooldown))>warehouse_utilization_rate))),438.8871024638319
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>((((((-6.75/operation_windup)/(machine_processing_energy_per_second+-1.75))-(9.0>9.25))>4.5)>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power))),389.5480439576373
7,(-6.0*(machine_processing_cost_per_second>(((1.0>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power))),471.74869196336624
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(machine_processing_energy_fixed/-5.0))>pair_expected_work_power))),389.5480439576373
7,(warehouse_utilization_rate*(machine_processing_cost_per_second>(-1.25>pair_expected_work_power))),389.5480439576373
7,(-4.0-(((9.5/(job_remaining_work_to_complete/job_relative_deadline))/pair_number_of_alternative_operations)*machine_current_breakdown_rate)),391.7526047765011
7,((operation_cooldown>((pair_number_of_alternative_machines*job_starting_number_of_operations)/machine_current_breakdown_rate))>(machine_cooldown/pair_expected_work_power)),393.95060901294636
7,((operation_cooldown>((pair_number_of_alternative_machines*job_starting_number_of_operations)/machine_current_breakdown_rate))-(warehouse_utilization_rate<pair_expected_work_power)),393.95060901294636
7,(job_remaining_number_of_operations<(job_remaining_work_to_complete*(((pair_expected_processing_time/machine_cooldown)<(job_remaining_work_to_complete*operation_cooldown))+machine_processing_cost_per_second))),511.79540341089927
7,((operation_windup/machine_processing_cost_fixed)>(warehouse_utilization_rate<((machine_processing_energy_fixed*operation_cooldown)*9.5))),442.64840672159085
7,(warehouse_utilization_rate>(machine_processing_cost_per_second*(((-1.25>4.5)>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power))),448.0271186572054
7,(operation_work_required/((((pair_expected_processing_time+operation_work_required)>job_relative_deadline)>pair_expected_work_power)--1.25)),398.28907667272466
7,(machine_processing_cost_per_second*(machine_processing_cost_per_second>(((-1.75<4.5)>(pair_number_of_alternative_operations/operation_windup))>job_remaining_number_of_operations))),398.7713530320865
7,(job_remaining_number_of_operations<(job_remaining_work_to_complete>(((pair_expected_processing_time/pair_expected_work_power)/(job_remaining_work_to_complete-7.0))/machine_processing_cost_per_second))),398.83227945361693
7,(job_remaining_number_of_operations<(job_remaining_work_to_complete>(((pair_expected_processing_time/machine_processing_cost_per_second)*(job_remaining_work_to_complete*operation_cooldown))+pair_expected_work_power))),398.83227945361693
7,(job_remaining_number_of_operations>(warehouse_utilization_rate<(job_remaining_number_of_operations*(operation_cooldown/machine_processing_cost_per_second)))),398.83227945361693
7,(job_remaining_number_of_operations*8.0),398.83227945361693
7,(job_remaining_number_of_operations<(warehouse_utilization_rate<((machine_processing_energy_fixed*job_starting_number_of_operations)*9.5))),450.77616633291717
7,(job_remaining_number_of_operations>(warehouse_utilization_rate<(job_remaining_number_of_operations*((warehouse_utilization_rate/machine_processing_cost_fixed)/machine_processing_cost_per_second)))),398.83227945361693
7,(job_remaining_number_of_operations>(warehouse_utilization_rate<(pair_number_of_alternative_machines*9.5))),398.83227945361693
7,(job_remaining_number_of_operations/pair_expected_work_power),412.4197274932991
7,((operation_work_required<pair_expected_processing_time)<job_remaining_number_of_operations),443.0014559012293
7,(((-10.0*((pair_number_of_alternative_machines+machine_processing_cost_per_second)*6.75))<machine_processing_energy_fixed)<(((job_remaining_number_of_operations-(job_remaining_number_of_operations<5.25))>((job_relative_deadline-job_remaining_number_of_operations)/(machine_replacement_cooldown<8.25)))*(machine_processing_cost_fixed*machine_processing_cost_fixed))),486.858152229274
7,(((-10.0*((pair_number_of_alternative_machines/machine_processing_cost_per_second)*6.75))<machine_processing_energy_fixed)<(((job_relative_deadline-(job_remaining_number_of_operations<job_starting_number_of_operations))>((job_relative_deadline-job_remaining_number_of_operations)/machine_processing_energy_per_second))+((-2.25+machine_capacity)*machine_capacity))),399.3765440957156
7,(((-10.0*((pair_number_of_alternative_machines/machine_processing_cost_per_second)>6.75))<machine_processing_cost_fixed)<(((job_remaining_number_of_operations-(-7.25<5.25))>((job_relative_deadline-job_remaining_number_of_operations)/(machine_replacement_cooldown<8.25)))+((machine_processing_cost_fixed+machine_capacity)*job_relative_deadline))),464.23838326886744
7,(pair_number_of_alternative_operations/(5.0<((warehouse_utilization_rate<machine_replacement_cooldown)*(machine_processing_energy_fixed>pair_expected_processing_time)))),399.7583073966172
7,(operation_cooldown<machine_cooldown),424.9577149986353
7,(((-7.75*job_remaining_number_of_operations)/machine_current_breakdown_rate)+(pair_number_of_alternative_operations<((4.75*(0.5-machine_processing_energy_fixed))+machine_processing_cost_fixed))),448.49455311786943
7,(machine_processing_energy_per_second-job_starting_number_of_operations),479.39868895423785
7,(machine_processing_energy_fixed+((machine_capacity--2.75)+((((job_starting_number_of_operations+job_remaining_work_to_complete)*pair_expected_processing_time)+0.5)<pair_expected_work_power))),437.7576564193183
7,(-0.75*((pair_expected_work_power+(((job_remaining_number_of_operations-machine_processing_cost_fixed)*machine_processing_cost_per_second)>operation_windup))*(((job_relative_deadline>-4.0)>pair_expected_work_power)--1.25))),404.1473954795538
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown)))*(((job_relative_deadline>6.5)>pair_expected_work_power)-(pair_number_of_alternative_machines/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75-4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power))))))),404.1636177502278
7,((machine_processing_energy_per_second<((machine_replacement_cooldown+operation_cooldown)-((5.75>pair_expected_processing_time)>machine_processing_cost_fixed)))*(pair_expected_processing_time-(5.5+(pair_expected_processing_time+-1.0)))),406.3430925367922
7,((operation_cooldown*machine_processing_energy_fixed)/(job_remaining_number_of_operations<((4.75*(0.5-machine_current_breakdown_rate))/machine_processing_cost_fixed))),441.6586314046324
7,(operation_cooldown-machine_current_breakdown_rate),407.38486889100204
7,(4.5*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>operation_work_required))+(((-6.75/operation_windup)/(machine_processing_energy_per_second+-7.0))-(9.0>4.25)))),491.128935638268
7,(machine_cooldown*machine_processing_energy_per_second),409.03380899345285
7,((((job_remaining_work_to_complete*(5.75-machine_capacity))<job_remaining_work_to_complete)>(job_starting_number_of_operations<machine_processing_energy_fixed))*(operation_cooldown-(((machine_capacity<machine_capacity)+(operation_windup*machine_processing_cost_per_second))*pair_number_of_alternative_machines))),409.4882016208314
7,((-0.75+machine_processing_cost_per_second)+((machine_processing_energy_per_second*pair_number_of_alternative_operations)+machine_processing_energy_per_second)),409.9455172820266
7,(job_remaining_number_of_operations+(pair_number_of_alternative_machines-0.75)),410.5433744692438
7,(((((-8.5<machine_current_breakdown_rate)>machine_cooldown)-7.0)/machine_cooldown)<((pair_expected_processing_time<(job_remaining_work_to_complete*machine_processing_cost_per_second))<-2.5)),410.63709941567026
7,(job_remaining_number_of_operations*((-4.5+pair_expected_work_power)+machine_processing_cost_fixed)),410.74983424658
7,(-5.0+machine_cooldown),451.0689850118591
7,((((machine_replacement_cooldown>machine_processing_cost_per_second)-1.25)>job_relative_deadline)+(warehouse_utilization_rate<(job_remaining_work_to_complete>operation_cooldown))),411.6621472464227
7,(operation_cooldown-warehouse_utilization_rate),453.37892801071604
7,(5.25/(machine_processing_energy_per_second-pair_expected_work_power)),426.7945171656722
7,(-0.75*(machine_processing_cost_fixed*(((job_relative_deadline>(pair_expected_work_power-machine_processing_energy_per_second))>pair_expected_work_power)-(pair_number_of_alternative_machines-job_starting_number_of_operations)))),493.01475065312206
7,((machine_processing_energy_per_second+job_starting_number_of_operations)*((machine_processing_energy_fixed/operation_windup)+((2.75*machine_capacity)+((operation_work_required<pair_number_of_alternative_operations)-job_remaining_number_of_operations)))),446.38888297396915
7,(machine_processing_energy_per_second*(machine_processing_energy_fixed<-8.25)),415.4705069099288
7,(5.0-machine_processing_energy_per_second),415.4705069099288
7,((0.25-4.0)<(1.25*(-4.75/(machine_processing_cost_per_second<operation_work_required)))),415.58683179488173
7,(machine_processing_cost_per_second<(machine_processing_cost_per_second-operation_windup)),424.6336026103091
7,((job_remaining_work_to_complete+machine_processing_energy_fixed)<machine_processing_cost_per_second),415.58683179488173
7,(3.25<machine_processing_cost_per_second),415.58683179488173
7,(machine_processing_cost_per_second*machine_processing_cost_per_second),415.58683179488173
7,(8.75/(machine_processing_cost_per_second>pair_number_of_alternative_operations)),431.10598042184165
7,(((-10.0*((pair_number_of_alternative_machines/machine_processing_cost_per_second)*6.75))<machine_processing_energy_fixed)/((pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed))+((-2.25+machine_capacity)*machine_capacity))),415.75200351421734
7,(-0.75*((pair_expected_work_power+(((-1.75>4.5)+pair_expected_work_power)>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),416.0797517377366
7,(machine_cooldown<(((machine_processing_cost_per_second-pair_number_of_alternative_operations)/machine_processing_cost_per_second)+(operation_cooldown<machine_processing_energy_fixed))),432.04574551470625
7,(pair_number_of_alternative_machines/-5.0),416.6195363835017
7,(warehouse_utilization_rate-pair_number_of_alternative_machines),416.6195363835017
7,(operation_cooldown<(pair_number_of_alternative_machines/((-7.75<(machine_processing_energy_per_second>operation_windup))<machine_replacement_cooldown))),416.6195363835017
7,(pair_expected_processing_time*machine_processing_energy_fixed),416.88051235244563
7,((machine_current_breakdown_rate<(((operation_windup/warehouse_utilization_rate)*job_remaining_work_to_complete)-job_remaining_work_to_complete))<machine_replacement_cooldown),417.01362480702136
7,(job_remaining_number_of_operations<(-6.75*machine_current_breakdown_rate)),417.39285809287304
7,(machine_current_breakdown_rate*((machine_cooldown/(machine_capacity+(machine_replacement_cooldown--4.75)))*(8.25<machine_current_breakdown_rate))),416.6852162327875
7,(machine_processing_cost_per_second*(machine_replacement_cooldown/((-1.75>4.5)>(pair_number_of_alternative_operations/operation_windup)))),417.76032909400783
7,((machine_replacement_cooldown>8.75)*((7.25<job_starting_number_of_operations)>machine_cooldown)),408.5450765874889
7,(-0.75*((pair_expected_work_power-(machine_processing_cost_fixed>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),470.3052493100532
7,(((-8.0/(pair_expected_processing_time-(machine_processing_cost_per_second--4.0)))<pair_expected_work_power)-job_remaining_number_of_operations),419.5034598728634
7,(((machine_processing_energy_fixed-((operation_work_required>machine_current_breakdown_rate)/machine_capacity))*machine_processing_energy_per_second)-machine_cooldown),446.81837730202244
7,(job_remaining_number_of_operations>((machine_processing_energy_per_second<7.5)/warehouse_utilization_rate)),422.78626327594577
7,(-6.25<job_relative_deadline),466.6918758395202
7,(((operation_windup-((-5.75*machine_processing_energy_fixed)+(operation_work_required<pair_expected_processing_time)))>(operation_cooldown*(warehouse_utilization_rate+(machine_processing_energy_fixed*operation_cooldown))))>pair_expected_work_power),486.1553928923438
7,(machine_cooldown>((pair_number_of_alternative_machines<((operation_work_required*machine_processing_cost_fixed)*(warehouse_utilization_rate/machine_cooldown)))-(((1.0<6.0)>((job_remaining_work_to_complete*pair_number_of_alternative_machines)--6.75))-job_starting_number_of_operations))),451.0689850118591
7,(pair_expected_work_power-(6.0>machine_replacement_cooldown)),420.87555705616745
7,(pair_expected_processing_time+((job_remaining_work_to_complete-(4.0-machine_current_breakdown_rate))+job_relative_deadline)),421.62210488936034
7,((((pair_number_of_alternative_operations>(operation_work_required<-5.0))-((job_starting_number_of_operations/pair_expected_processing_time)>(machine_processing_cost_per_second+machine_replacement_cooldown)))*4.5)/operation_windup),422.13255146307426
7,((9.5/9.5)-(pair_expected_work_power/((machine_replacement_cooldown*4.25)*((machine_replacement_cooldown--3.75)/-6.25)))),422.13272858140743
7,((-3.0+pair_expected_work_power)<((job_starting_number_of_operations/machine_processing_energy_fixed)*-4.5)),422.1893351054811
7,((pair_number_of_alternative_operations<job_remaining_work_to_complete)+(machine_processing_cost_per_second>(((-1.75>4.5)>(((-1.75>(machine_capacity-(pair_expected_processing_time*operation_windup)))>(pair_number_of_alternative_operations/operation_windup))/-5.0))>pair_expected_work_power))),422.4989133791111
7,((pair_expected_work_power+warehouse_utilization_rate)>pair_expected_work_power),422.4989133791111
7,(7.5-((((3.75/machine_cooldown)>(operation_cooldown-machine_capacity))<-1.0)-pair_expected_work_power)),422.4989133791111
7,((1.25/((operation_cooldown>(machine_cooldown*job_remaining_number_of_operations))>(warehouse_utilization_rate<(job_remaining_number_of_operations*(machine_replacement_cooldown/machine_cooldown)))))>pair_expected_work_power),422.4989133791111
7,(machine_processing_cost_per_second<pair_expected_work_power),415.58683179488173
7,((-0.75*((((operation_windup>pair_number_of_alternative_machines)<operation_cooldown)<(machine_processing_energy_per_second/-7.5))-((warehouse_utilization_rate-pair_expected_processing_time)>(machine_replacement_cooldown+machine_cooldown))))-machine_processing_energy_fixed),437.16496098015114
7,(job_starting_number_of_operations+machine_processing_energy_fixed),439.37046484284457
7,((machine_capacity+machine_processing_energy_fixed)>machine_processing_cost_fixed),423.073381787277
7,(machine_processing_cost_fixed*(pair_number_of_alternative_machines<machine_processing_energy_fixed)),423.42800767374996
7,(machine_processing_cost_per_second*(machine_replacement_cooldown/(((machine_processing_cost_per_second/machine_processing_cost_per_second)>(((machine_processing_energy_fixed*pair_expected_work_power)*9.5)>machine_current_breakdown_rate))*pair_expected_work_power))),423.7981056059279
7,(machine_capacity/-5.5),423.84633246708006
7,(-0.75*job_remaining_number_of_operations),504.940547709724
7,((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)*machine_processing_cost_fixed)+machine_cooldown))/machine_processing_cost_fixed),424.1594361919383
7,(-0.75*((pair_expected_work_power+((job_relative_deadline>job_relative_deadline)>machine_cooldown))*(((job_relative_deadline<job_relative_deadline)>pair_expected_work_power)--1.25))),424.56901182204774
7,(((machine_cooldown+pair_number_of_alternative_machines)-(((machine_cooldown<machine_processing_cost_per_second)>(job_remaining_work_to_complete<machine_processing_cost_per_second))--7.25))-((((-6.75/operation_windup)/(machine_processing_energy_per_second+-7.0))-(9.0>9.25))*job_starting_number_of_operations)),424.97563227486097
7,(machine_processing_energy_fixed-job_remaining_number_of_operations),424.99609186329025
7,((((machine_processing_energy_per_second+(-7.0-machine_processing_energy_per_second))>(-9.5*(-8.75-pair_number_of_alternative_operations)))<(job_remaining_work_to_complete+machine_replacement_cooldown))*machine_cooldown),425.52358714149426
7,(-4.0/(machine_processing_cost_per_second-pair_number_of_alternative_operations)),458.29074069875185
7,(pair_number_of_alternative_machines<(pair_number_of_alternative_machines-machine_cooldown)),436.1076339639875
7,(job_remaining_work_to_complete<pair_expected_work_power),415.8548069986622
7,(pair_number_of_alternative_machines/5.0),426.20979661546926
7,(machine_capacity*5.5),426.21506890006805
7,(machine_processing_cost_fixed/(operation_work_required-machine_current_breakdown_rate)),449.6619618171766
7,(-0.75*(-1.75*(((job_relative_deadline>6.5)>pair_expected_work_power)--6.75))),426.4821267197804
7,(((machine_processing_cost_per_second<((job_remaining_number_of_operations<machine_processing_cost_per_second)>(job_relative_deadline>-3.75)))>machine_cooldown)/(machine_processing_energy_fixed<((pair_number_of_alternative_operations/(warehouse_utilization_rate/-7.75))<((-5.75<pair_expected_processing_time)*(8.5<machine_processing_energy_per_second))))),433.34792633460927
7,(9.0/operation_windup),455.36965818189765
7,(-0.75*machine_cooldown),426.4867324287356
7,((machine_processing_energy_fixed/machine_replacement_cooldown)/machine_processing_cost_fixed),426.98215904668706
7,(-0.75*((pair_expected_work_power+(machine_processing_energy_per_second>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>machine_processing_cost_fixed)--1.25))),415.25484379721763
7,(job_remaining_number_of_operations+((operation_cooldown/machine_processing_energy_fixed)/(pair_number_of_alternative_operations<((4.75*(-3.0-machine_current_breakdown_rate))+machine_processing_cost_fixed)))),427.425244366073
7,(machine_cooldown/(0.5>(operation_windup*((machine_capacity/machine_current_breakdown_rate)/(machine_current_breakdown_rate<operation_cooldown))))),427.7115998218677
7,(-0.75*((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)>machine_processing_cost_fixed)>machine_cooldown))*(((machine_capacity>-4.0)>pair_expected_work_power)--1.25))),428.19538307626283
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*4.75)>machine_cooldown))*(((-6.75>6.5)>pair_expected_work_power)--1.25))),428.19538307626283
7,(-0.75*((pair_expected_work_power+(((machine_processing_cost_per_second-machine_processing_cost_fixed)*machine_processing_cost_fixed)>machine_cooldown))*(((((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/-5.0))>pair_number_of_alternative_operations)))))>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power)>pair_expected_work_power)--1.25))),428.19538307626283
7,(-0.75*((pair_expected_work_power+(((job_remaining_number_of_operations-machine_processing_cost_fixed)*job_relative_deadline)>machine_cooldown))*(machine_processing_cost_per_second>(((-1.75>(machine_capacity/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((pair_expected_work_power>4.5)>(pair_number_of_alternative_operations/-5.0))>pair_expected_work_power)))))>(pair_number_of_alternative_operations/operation_windup))>pair_expected_work_power)))),468.6182176996979
7,(-0.75*((pair_expected_work_power+((machine_processing_cost_fixed*(pair_number_of_alternative_machines/(warehouse_utilization_rate*(machine_processing_cost_per_second>(((-1.75>4.5)>(pair_number_of_alternative_operations/(pair_number_of_alternative_machines/machine_processing_cost_fixed)))>pair_expected_work_power)))))>machine_cooldown))*((-6.75>pair_expected_work_power)--1.25))),428.19538307626283
7,((pair_expected_work_power+((machine_processing_cost_fixed*pair_expected_work_power)>machine_cooldown))*((pair_expected_work_power+((machine_processing_cost_fixed*machine_processing_cost_fixed)>machine_cooldown))*(((job_relative_deadline+6.5)>job_relative_deadline)--6.75))),481.0956181114479
7,(0.25+(pair_expected_work_power+machine_processing_energy_per_second)),428.61741132612576
7,(-0.75*((pair_expected_work_power+machine_current_breakdown_rate)*(((job_relative_deadline>job_relative_deadline)>pair_expected_work_power)--1.25))),428.73599273335617
7,(-0.75*((pair_expected_work_power-machine_current_breakdown_rate)*(((job_relative_deadline>6.5)>pair_expected_work_power)<-6.75))),422.4989133791111
7,(-0.75*(pair_expected_work_power*(((machine_processing_cost_per_second>job_relative_deadline)-pair_expected_work_power)--1.25))),416.47323231535745
7,(-0.75*((pair_expected_work_power+((((job_relative_deadline>6.5)>pair_expected_work_power)*(((-1.75>(machine_capacity/((job_relative_deadline>6.5)>pair_expected_work_power)))>((pair_number_of_alternative_machines>pair_expected_work_power)--1.25))>pair_expected_work_power))>machine_cooldown))*(((job_relative_deadline>6.5)>pair_expected_work_power)--1.25))),428.73599273335617
7,(-0.75*((pair_expected_work_power+(machine_capacity>machine_cooldown))*(((job_relative_deadline>job_relative_deadline)>-0.75)--1.25))),428.78824206233253
7,(-0.75*((pair_expected_work_power+(pair_expected_work_power>machine_cooldown))/(((job_relative_deadline*job_relative_deadline)>pair_expected_work_power)--1.25))),453.32857472610476
7,((pair_expected_processing_time+(pair_number_of_alternative_machines+(machine_processing_cost_fixed<(-4.75>-4.25))))-machine_replacement_cooldown),469.11130931464777
7,(machine_replacement_cooldown/(machine_processing_cost_per_second>(((-1.75/4.5)>(-6.5/operation_windup))>pair_expected_work_power))),430.11633716064796
7,(((((7.25/(machine_cooldown-job_remaining_work_to_complete))>machine_processing_cost_per_second)*job_starting_number_of_operations)-pair_number_of_alternative_machines)--8.5),430.39441116436876
7,((((operation_windup--5.25)>machine_processing_cost_per_second)-(machine_capacity<((machine_current_breakdown_rate+-6.0)<-9.0)))<(pair_expected_processing_time-job_relative_deadline)),423.4249692684333
7,((-4.5>machine_capacity)*warehouse_utilization_rate),430.59866615770574
7,((((machine_processing_cost_per_second/machine_capacity)*(warehouse_utilization_rate-job_remaining_number_of_operations))<(pair_expected_work_power/pair_expected_work_power))*pair_expected_work_power),420.0085534876862
7,((job_starting_number_of_operations/-3.75)/((job_starting_number_of_operations*(machine_processing_cost_fixed>(pair_number_of_alternative_machines<job_relative_deadline)))>operation_work_required)),438.47148802290667
