Epoch,Loss_Weight_PerReward,Loss_Weight_MeanReward,Train_Loss,Train_PerReward_Loss,Train_MeanReward_Loss,Train_LR,Val_Loss,Val_PerReward_Loss,Val_MeanReward_Loss
1,0.3,0.7,127069.78224711238,218409.28423844805,87924.27911921199,0.001,105693.24213707213,192657.5104440323,68422.83914971986
2,0.46153846153846156,0.5384615384615385,112988.25183978127,173108.726408287,61456.41252513764,0.001,125113.70111069719,191300.01911029083,68382.56673707666
