Epoch,Loss_Weight_L1,Loss_Weight_SmoothL1,Loss_Weight_L2,Train_Loss,Train_L1_Loss,Train_SmoothL1_Loss,Train_L2_Loss,Train_LR,Val_Loss,Val_L1_Loss,Val_SmoothL1_Loss,Val_L2_Loss,L2_Contribution_Individual,L2_Contribution_Seed_Embedding
33,0.0,1.0,0.0,102.70631173450815,119.25553627690091,102.70631173450815,131549.88835980083,0.001,115.9244817142481,132.83303125803656,115.9244817142481,159250.21982296565,0.7987533211708069,0.20124664902687073
34,0.0,1.0,0.0,101.8276401095302,118.34456454940869,101.8276401095302,129317.14335793657,0.001,116.129280647685,133.20706156510659,116.129280647685,158646.4724408025,0.8048633337020874,0.19513675570487976
35,0.0,1.0,0.0,101.13980324733913,117.61428228341858,101.13980324733913,127892.09097142726,0.001,115.51900647381159,131.8446403224185,115.51900647381159,159883.37855171566,0.8098741769790649,0.19012580811977386
36,0.0,1.0,0.0,100.18209824069032,116.62506302762209,100.18209824069032,125979.1604390483,0.001,115.51282811213527,133.1474997102432,115.51282811213527,156505.68355188513,0.815839409828186,0.18416063487529755
37,0.0,1.0,0.0,99.3949371461394,115.81694493343136,99.3949371461394,123872.0362065674,0.001,115.13220386555189,131.30859516841323,115.13220386555189,158612.5764173684,0.8199865221977234,0.18001344799995422
38,0.0,1.0,0.0,98.44894578176284,114.82819507426973,98.44894578176284,121850.02301474898,0.001,115.79778044214747,132.1624557159148,115.79778044214747,156132.24768020128,0.8245888948440552,0.17541101574897766
39,0.0,1.0,0.0,97.67848810044603,114.02497351939743,97.67848810044603,120157.44386544963,0.001,115.86033719981437,131.96542766345212,115.86033719981437,155134.69211560348,0.8286702632904053,0.1713297963142395
40,0.0,1.0,0.0,97.03836444496187,113.35169158135557,97.03836444496187,117986.2426854212,0.001,113.990424556404,130.8008233062308,113.990424556404,153523.07099558113,0.8328831791877747,0.1671169251203537
41,0.0,1.0,0.0,96.24159964288448,112.54532407229611,96.24159964288448,116226.53379154413,0.001,115.45421921570679,131.33799643751553,115.45421921570679,157443.59105227812,0.8362565636634827,0.1637435406446457
42,0.0,1.0,0.0,95.40580707481621,111.67557632281618,95.40580707481621,114376.3427089754,0.001,113.82554860308345,130.52902379763233,113.82554860308345,156908.46233555928,0.8408279418945312,0.15917205810546875
43,0.0,1.0,0.0,94.61306822722413,110.85343597476643,94.61306822722413,112655.1669052411,0.001,112.92195687693109,130.06789468502157,112.92195687693109,152281.37130670555,0.8443924188613892,0.15560761094093323
44,0.0,1.0,0.0,94.00999502296331,110.23217122429955,94.00999502296331,111248.4236462924,0.001,113.559017034549,129.43764281029533,113.559017034549,152465.4004598302,0.847923219203949,0.15207672119140625
45,0.0,1.0,0.0,93.33380404084734,109.53351045388496,93.33380404084734,109831.935502574,0.001,113.20220679936446,130.29799498688482,113.20220679936446,152019.44162426068,0.8510491251945496,0.14895093441009521
46,0.0,1.0,0.0,92.76765393452827,108.94940978736315,92.76765393452827,108081.1472162628,0.001,112.81371461340414,129.04837822434365,112.81371461340414,150854.87653020423,0.8545586466789246,0.14544129371643066
47,0.0,1.0,0.0,92.19568720944547,108.34610115475186,92.19568720944547,106845.96368697491,0.001,112.84785273027128,129.09370594130343,112.84785273027128,151124.76036839388,0.8575929403305054,0.14240708947181702
48,0.0,1.0,0.0,91.3644348918931,107.491032169949,91.3644348918931,105095.31914468748,0.001,111.73567018873248,128.2904129106194,111.73567018873248,150392.19699108248,0.8598801493644714,0.14011989533901215
49,0.0,1.0,0.0,90.97019460852508,107.06998986601221,90.97019460852508,103603.320034446,0.001,111.65434032405699,127.44608532162164,111.65434032405699,151191.95708222833,0.8625258207321167,0.13747422397136688
50,0.0,1.0,0.0,90.21670908731119,106.29203233583964,90.21670908731119,102625.41779276545,0.001,111.0653577817359,127.42023862169587,111.0653577817359,150474.40277080028,0.8653637170791626,0.1346362978219986
51,0.0,1.0,0.0,89.78721181793847,105.8574987445991,89.78721181793847,101024.94626739711,0.001,110.24761466418178,126.87097534809352,110.24761466418178,148191.3787843577,0.8674567341804504,0.13254323601722717
52,0.0,1.0,0.0,89.40609863059278,105.46094442912471,89.40609863059278,100268.91247784682,0.001,110.47011867477582,126.3169379091082,110.47011867477582,151596.36396212396,0.8697302937507629,0.13026969134807587
53,0.0,1.0,0.0,88.74361748505528,104.77027749090374,88.74361748505528,99267.62452129638,0.001,110.50608217935236,127.01035464362731,110.50608217935236,146482.21837150728,0.8721421957015991,0.12785786390304565
54,0.0,1.0,0.0,88.25746567290675,104.26411889387634,88.25746567290675,97764.38900330025,0.001,109.65510417630075,125.50715712410745,109.65510417630075,146799.47242941067,0.8741810917854309,0.12581896781921387
55,0.0,1.0,0.0,87.69774606642682,103.67896476952558,87.69774606642682,96769.04375621656,0.001,110.33879402407615,126.8040827620165,110.33879402407615,147157.51257327778,0.8761528134346008,0.12384721636772156
56,0.0,1.0,0.0,87.2737324789625,103.24994424614385,87.2737324789625,95592.5521323015,0.001,108.8575562741048,125.40876877095825,108.8575562741048,147118.74130734065,0.8782348036766052,0.12176509946584702
57,0.0,1.0,0.0,86.80213700297693,102.75110446000318,86.80213700297693,94777.7458039287,0.001,107.96334335858914,123.81052169288064,107.96334335858914,144650.8214289681,0.8796117305755615,0.12038826942443848
58,0.0,1.0,0.0,86.35736950510912,102.28231206287252,86.35736950510912,93512.96253749875,0.001,108.6356653551139,124.75972338409736,108.6356653551139,145829.86616693664,0.8817435503005981,0.11825651675462723
59,0.0,1.0,0.0,86.19597608201337,102.1005025866151,86.19597608201337,93678.8722675975,0.001,107.50841893284826,123.2462837528508,107.50841893284826,142686.0233493559,0.8832358121871948,0.11676417291164398
60,0.0,1.0,0.0,85.55126438798719,101.43332876108366,85.55126438798719,91993.4345461904,0.001,107.98576097997363,124.32027914114546,107.98576097997363,143264.05213032453,0.8849645853042603,0.11503542959690094
61,0.0,1.0,0.0,85.13952205040998,101.0137666019664,85.13952205040998,91125.20119899679,0.001,108.01235010019715,124.26677062400891,108.01235010019715,144904.5976384503,0.8864384889602661,0.11356154829263687
62,0.0,1.0,0.0,84.87935758022972,100.73450978991066,84.87935758022972,90735.24751992717,0.001,108.77849244501265,124.70977868641664,108.77849244501265,144354.26233369389,0.8882937431335449,0.11170627921819687
63,0.0,1.0,0.0,84.3935325047322,100.23044721951929,84.3935325047322,89390.9962763125,0.001,107.00930987324998,123.99015409281039,107.00930987324998,139758.2472869704,0.8889247179031372,0.1110752671957016
64,0.0,1.0,0.0,83.99561408505906,99.8119452173167,83.99561408505906,88598.78380324025,0.001,106.74126437413307,122.97779799355958,106.74126437413307,143493.04410672013,0.8907710909843445,0.10922889411449432
65,0.0,1.0,0.0,83.51803646842853,99.31658513952452,83.51803646842853,87494.42512414072,0.001,106.1396711526928,121.48779431262702,106.1396711526928,142911.24541458482,0.8921260833740234,0.10787394642829895
66,0.0,1.0,0.0,83.26889877081508,99.05215289360827,83.26889877081508,86871.64383407666,0.001,106.8651485632237,122.22513406886482,106.8651485632237,143030.65428954153,0.8930833339691162,0.10691665858030319
67,0.0,1.0,0.0,83.06208741395419,98.83176392397658,83.06208741395419,86669.26357045534,0.001,107.17457267736756,122.06259135026284,107.17457267736756,144047.31670685127,0.8946943283081055,0.10530576854944229
68,0.0,1.0,0.0,82.6952713748987,98.46068280150352,82.6952713748987,85847.48937913512,0.001,105.89590836795018,121.43396909551879,105.89590836795018,142376.1853416801,0.8960053324699402,0.10399474203586578
69,0.0,1.0,0.0,82.2810181823854,98.0311043488835,82.2810181823854,84816.25143085918,0.001,105.79538605323718,121.48229939640699,105.79538605323718,140122.44926787715,0.8968849182128906,0.10311508923768997
70,0.0,1.0,0.0,82.00326292191787,97.72446200276353,82.00326292191787,84280.95180773725,0.001,105.38818170308858,121.27027918486597,105.38818170308858,140691.5338813646,0.8979437947273254,0.1020561084151268
71,0.0,1.0,0.0,81.74357578304847,97.446718443617,81.74357578304847,83771.2524185036,0.001,105.41180263757359,121.128026115126,105.41180263757359,141549.5523602966,0.8992548584938049,0.10074523836374283
72,0.0,1.0,0.0,81.27766705658061,96.9784730556878,81.27766705658061,82912.33696469222,0.001,105.38378190980357,121.57372576851787,105.38378190980357,139768.05260401004,0.9000570774078369,0.09994299709796906
73,0.0,1.0,0.0,80.96980400677931,96.64797115270295,80.96980400677931,82168.15322409112,0.001,104.83849210508296,120.74806483711784,104.83849210508296,138662.26590146488,0.9007503986358643,0.09924952685832977
74,0.0,1.0,0.0,80.88402733288893,96.54739002474234,80.88402733288893,81793.89930092894,0.001,104.26456442349296,120.16721462028372,104.26456442349296,138133.52573835987,0.9017077088356018,0.09829247742891312
75,0.0,1.0,0.0,80.72572311959358,96.38739284044176,80.72572311959358,81398.84108117838,0.001,106.17478932580644,121.60090414098971,106.17478932580644,140512.0788384118,0.9027617573738098,0.09723824262619019
76,0.0,1.0,0.0,80.35067143147482,95.9942043884965,80.35067143147482,80896.79978425047,0.001,104.92257605380517,120.52241099377908,104.92257605380517,140279.0288822845,0.9035932421684265,0.09640675783157349
77,0.0,1.0,0.0,80.05701684882241,95.70107560660551,80.05701684882241,80379.92729642082,0.001,104.14459793433464,119.19469466310926,104.14459793433464,139221.9670198696,0.9042885899543762,0.0957113727927208
78,0.0,1.0,0.0,79.68760802409592,95.31798690892143,79.68760802409592,79322.69386372282,0.001,104.5671032115439,120.29376360375112,104.5671032115439,139160.31118759283,0.9055383801460266,0.09446166455745697
79,0.0,1.0,0.0,79.3441668664538,94.97188192319989,79.3441668664538,79086.26912606094,0.001,104.11238301617301,119.98718258715051,104.11238301617301,137947.4512772492,0.9063661098480225,0.09363388270139694
80,0.0,1.0,0.0,79.24103584459229,94.84078154050002,79.24103584459229,78572.59060586609,0.001,103.70649598979088,119.10868042250283,103.70649598979088,135771.25578596906,0.9075911641120911,0.09240884333848953
81,0.0,1.0,0.0,78.97452436572038,94.56595758733239,78.97452436572038,77995.61656327156,0.001,103.83928035959693,119.31849152216517,103.83928035959693,136582.91359878232,0.908861517906189,0.0911385715007782
82,0.0,1.0,0.0,78.79215830262868,94.37162280183536,78.79215830262868,77814.42804798907,0.001,103.90640408529002,120.35434439551486,103.90640408529002,136423.13003610348,0.9092283248901367,0.09077154844999313
83,0.0,1.0,0.0,78.42316434479706,93.9991018307249,78.42316434479706,77147.06617546109,0.001,104.09198688841937,119.47553836892597,104.09198688841937,137157.47213137257,0.9100361466407776,0.08996382355690002
84,0.0,1.0,0.0,78.3291711210596,93.88829582481947,78.3291711210596,76848.5792087768,0.001,103.5149110302907,117.94497084429884,103.5149110302907,137252.46119317482,0.9109385013580322,0.08906135708093643
85,0.0,1.0,0.0,77.99646089639228,93.53364902247105,77.99646089639228,76141.85639388168,0.001,103.2871601619815,119.02546203737879,103.2871601619815,137665.56355644754,0.912577748298645,0.08742226660251617
86,0.0,1.0,0.0,77.67514386058149,93.20045340622725,77.67514386058149,75625.1840576065,0.001,102.87080063851869,117.53841168750442,102.87080063851869,136937.47067008878,0.9130419492721558,0.08695816248655319
87,0.0,1.0,0.0,77.5022441546354,93.02546457001641,77.5022441546354,75176.21492206228,0.001,102.8722238960611,118.38601925088699,102.8722238960611,136080.72367353822,0.9133979082107544,0.08660218119621277
88,0.0,1.0,0.0,77.48131315858019,92.98924506077427,77.48131315858019,75127.86108403778,0.001,102.243722500694,118.17054836699273,102.243722500694,135708.17516395656,0.914485514163971,0.08551449328660965
89,0.0,1.0,0.0,77.2346771746348,92.73579927608294,77.2346771746348,74765.64375800747,0.001,102.54640887408675,118.85722121013153,102.54640887408675,136809.95642072044,0.9150742888450623,0.08492571115493774
90,0.0,1.0,0.0,76.9517200183326,92.44115020103283,76.9517200183326,74529.0293178728,0.001,102.06109871061942,117.49115236537664,102.06109871061942,134915.49879075988,0.9155646562576294,0.08443532139062881
91,0.0,1.0,0.0,76.69147175102796,92.17259166114476,76.69147175102796,73745.75413158251,0.001,101.67219469977663,117.38192612688894,101.67219469977663,134175.04065749512,0.9161384105682373,0.08386155962944031
92,0.0,1.0,0.0,76.64209723955899,92.11022375943242,76.64209723955899,73466.14891402284,0.001,102.39803292793725,118.71179683370471,102.39803292793725,133010.63466224438,0.9168045520782471,0.08319538831710815
93,0.0,1.0,0.0,76.27240850822179,91.73697920375477,76.27240850822179,72827.5241957619,0.001,102.3443029152822,118.17097853446153,102.3443029152822,133975.45184712426,0.9169769287109375,0.0830230563879013
94,0.0,1.0,0.0,76.24211875102742,91.71130171666361,76.24211875102742,72793.6920766932,0.001,102.27900661536367,117.62074243740773,102.27900661536367,135415.72409546218,0.917297899723053,0.0827021449804306
95,0.0,1.0,0.0,76.03279517415628,91.4932330066024,76.03279517415628,72514.1083184518,0.001,101.51026488365602,116.83552758302241,101.51026488365602,133055.69241008162,0.9176545739173889,0.08234532922506332
96,0.0,1.0,0.0,75.98513842157534,91.43274479098721,75.98513842157534,72228.31229286143,0.001,102.89838441852649,118.61369421517547,102.89838441852649,135556.60930316043,0.9184455275535583,0.08155445754528046
97,0.0,1.0,0.0,75.84896679593537,91.2896571708035,75.84896679593537,71934.52235645585,0.001,102.2052992578497,117.83876275112344,102.2052992578497,134118.78297429212,0.9189091324806213,0.0810907706618309
98,0.0,1.0,0.0,75.62842183163862,91.0616077613914,75.62842183163862,71692.36077479417,0.001,102.21873635542083,117.26722023097028,102.21873635542083,134830.66676164584,0.9195218086242676,0.08047810941934586
99,0.0,1.0,0.0,75.37148394243214,90.80115684455315,75.37148394243214,71349.01596283409,0.001,101.41078672745583,116.3894711742251,101.41078672745583,132690.79252874153,0.9196879267692566,0.0803121030330658
100,0.0,1.0,0.0,75.14807876887606,90.53957830081097,75.14807876887606,71170.67083617399,0.001,100.77390598131359,116.32417834802841,100.77390598131359,130554.00009618956,0.9202220439910889,0.07977789640426636
101,0.0,1.0,0.0,75.04920837638224,90.44861113665246,75.04920837638224,70567.82897797899,0.001,101.254111898227,116.45126342606565,101.254111898227,133784.47630739477,0.9208563566207886,0.0791436955332756
102,0.0,1.0,0.0,74.91810469246995,90.3146660687782,74.91810469246995,70362.30380049192,0.001,101.08110435143196,116.40465475901739,101.08110435143196,133174.3788015878,0.9212994575500488,0.07870061695575714
103,0.0,1.0,0.0,74.63742066597963,90.02377059019149,74.63742066597963,69772.72578491371,0.001,100.59641179151248,116.45863733544715,100.59641179151248,132600.08452384817,0.9221882224082947,0.0778118148446083
104,0.0,1.0,0.0,74.25533219038857,89.6489870956797,74.25533219038857,69317.46840447532,0.001,101.48360586653092,116.41319906791539,101.48360586653092,130847.51985652164,0.9226908087730408,0.077309250831604
105,0.0,1.0,0.0,74.33189716675686,89.71884942496328,74.33189716675686,69408.3607237283,0.001,101.10710501594355,115.65289338568829,101.10710501594355,132012.50825371884,0.9225441217422485,0.07745575159788132
106,0.0,1.0,0.0,74.05913225214006,89.41977683528096,74.05913225214006,68986.30892982165,0.001,100.95705657785437,115.03012487845923,100.95705657785437,133466.9495340182,0.9230896830558777,0.07691042870283127
107,0.0,1.0,0.0,73.9065496503255,89.255650894451,73.9065496503255,68642.01048216723,0.001,100.66200327935807,116.85835710771927,100.66200327935807,132810.03460851777,0.9234757423400879,0.07652425765991211
108,0.0,1.0,0.0,73.83043578471806,89.17762739936168,73.83043578471806,68473.05750522889,0.001,100.14750543924211,115.46372388159439,100.14750543924211,132534.812957381,0.923897922039032,0.0761021077632904
109,0.0,1.0,0.0,73.70420022592855,89.04159236527991,73.70420022592855,68104.99996050562,0.001,100.54969583846766,115.16457486813185,100.54969583846766,130899.76343941098,0.9243253469467163,0.07567469030618668
110,0.0,1.0,0.0,73.55790032905132,88.89873876470126,73.55790032905132,67944.38938068213,0.001,99.69547006846796,114.65548999193425,99.69547006846796,130197.0081697755,0.9252734184265137,0.07472659647464752
111,0.0,1.0,0.0,73.38579086995219,88.69927606280837,73.38579086995219,67732.94557778085,0.001,100.45688460108906,115.25012939766845,100.45688460108906,131257.8584739794,0.9257068634033203,0.0742930918931961
112,0.0,1.0,0.0,73.11664344062433,88.44112898584739,73.11664344062433,67441.21134182565,0.001,100.53809097870754,115.12527035401423,100.53809097870754,131881.23282186975,0.9261266589164734,0.07387342303991318
113,0.0,1.0,0.0,73.1370680321405,88.4499284305603,73.1370680321405,67108.24233291802,0.001,100.11054017474957,115.09464017112111,100.11054017474957,129598.07160774825,0.9259596467018127,0.07404034584760666
114,0.0,1.0,0.0,72.9546918799826,88.24503906854166,72.9546918799826,67085.97511260127,0.001,99.9495023130571,115.06840321286909,99.9495023130571,130668.0402258169,0.9265246987342834,0.07347528636455536
115,0.0,1.0,0.0,72.78196120349071,88.08800458038829,72.78196120349071,66598.34574612643,0.001,99.96820628326674,114.66457162691852,99.96820628326674,130156.60464554968,0.9268203973770142,0.07317963987588882
116,0.0,1.0,0.0,72.56522193114264,87.85416568554714,72.56522193114264,66312.48908374169,0.001,100.10814739893671,114.95405935163434,100.10814739893671,133786.5972000794,0.9274125099182129,0.07258746027946472
117,0.0,1.0,0.0,70.55867175602506,85.73021512297895,70.55867175602506,63673.89705428198,0.0005623413251903491,99.03194211668925,114.40921279382135,99.03194211668925,128601.07003831348,0.9286971092224121,0.07130277901887894
118,0.0,1.0,0.0,69.82595035879261,84.9617763717894,69.82595035879261,62612.37469060507,0.0005623413251903491,97.88627015372761,112.47417766785753,97.88627015372761,128943.92482191761,0.9296369552612305,0.07036293298006058
119,0.0,1.0,0.0,69.22104259154113,84.32450932651146,69.22104259154113,62057.32792650445,0.0005623413251903491,99.13410006768156,113.5488495652896,99.13410006768156,129419.14073147778,0.9306749701499939,0.0693250298500061
120,0.0,1.0,0.0,69.03151746948485,84.12232106027858,69.03151746948485,61637.10483933218,0.0005623413251903491,97.63056354684015,112.73051833160837,97.63056354684015,126769.21098356562,0.9317203760147095,0.06827960908412933
121,0.0,1.0,0.0,68.84739773743212,83.93613750899483,68.84739773743212,61525.350751400896,0.0005623413251903491,97.89390409385612,113.29155283205083,97.89390409385612,128497.26688938358,0.9325385093688965,0.06746136397123337
122,0.0,1.0,0.0,68.6612837613281,83.73923368441463,68.6612837613281,61185.69556134043,0.0005623413251903491,98.19445438779941,113.71435899086477,98.19445438779941,126951.25952248115,0.9334128499031067,0.06658712029457092
123,0.0,1.0,0.0,68.38905670782977,83.46510047698413,68.38905670782977,60676.76246402513,0.0005623413251903491,97.39550346881803,112.73368458540664,97.39550346881803,126622.45799093839,0.9340710639953613,0.06592892110347748
124,0.0,1.0,0.0,68.3120909639119,83.37342739230397,68.3120909639119,60764.85061503534,0.0005623413251903491,97.46710419286337,112.75195203588112,97.46710419286337,127964.91960682039,0.9347940683364868,0.0652058869600296
125,0.0,1.0,0.0,68.02302768714786,83.07987076168386,68.02302768714786,60171.86436531164,0.0005623413251903491,97.93074104228984,113.62751290317735,97.93074104228984,127413.20331645352,0.935491681098938,0.0645083412528038
126,0.0,1.0,0.0,68.00109965665288,83.04820852876318,68.00109965665288,60191.412172128075,0.0005623413251903491,97.64736683495923,112.57408455586983,97.64736683495923,126243.6284497946,0.9359576106071472,0.06404249370098114
127,0.0,1.0,0.0,68.01379908572416,83.0758588187841,68.01379908572416,60249.80446904808,0.0005623413251903491,97.31547454607038,112.49029988344225,97.31547454607038,127042.99785769984,0.9366654753684998,0.06333450973033905
128,0.0,1.0,0.0,67.66776741797503,82.70831859878467,67.66776741797503,59620.825997359134,0.0005623413251903491,97.46665924441609,111.8013140494012,97.46665924441609,128777.23668105736,0.9372535943984985,0.0627463161945343
129,0.0,1.0,0.0,67.77377122857054,82.80573909651595,67.77377122857054,59768.92165587159,0.0005623413251903491,97.14336269330825,112.07474850954694,97.14336269330825,126736.83967589887,0.9375321269035339,0.062467850744724274
130,0.0,1.0,0.0,67.57716951332688,82.60035056088745,67.57716951332688,59593.325253250056,0.0005623413251903491,97.33223195158034,112.16586769840467,97.33223195158034,127283.27738739486,0.937911331653595,0.06208864599466324
131,0.0,1.0,0.0,67.59172307309733,82.61242819618202,67.59172307309733,59271.1480071296,0.0005623413251903491,96.87632845775418,111.49601488066124,96.87632845775418,126738.72534144088,0.9383116960525513,0.06168835237622261
132,0.0,1.0,0.0,67.43283236963818,82.4581364118029,67.43283236963818,59152.86248030711,0.0005623413251903491,97.52395009368736,112.07679712157028,97.52395009368736,127578.88257708123,0.9385426640510559,0.06145735830068588
133,0.0,1.0,0.0,67.19771810000051,82.22137666565693,67.19771810000051,59015.864661906715,0.0005623413251903491,96.6724213524788,111.13129086187124,96.6724213524788,126044.55771394665,0.9391135573387146,0.06088632345199585
134,0.0,1.0,0.0,67.14980769237381,82.16988128104676,67.14980769237381,58715.13072662331,0.0005623413251903491,97.15689218186817,112.4427848492186,97.15689218186817,127155.4584525913,0.9393165707588196,0.06068353354930878
135,0.0,1.0,0.0,67.21263239886821,82.22317538943602,67.21263239886821,58865.23784322462,0.0005623413251903491,97.19509358710609,111.6653291018651,97.19509358710609,127226.65190972222,0.9397125840187073,0.06028750166296959
136,0.0,1.0,0.0,67.07552581788222,82.09322692083343,67.07552581788222,58594.531975657,0.0005623413251903491,97.03462695741695,112.38433800956257,97.03462695741695,127103.7037852975,0.9400895833969116,0.059910476207733154
