Epoch,Criterion_Weight_Raw,Criterion_Weight_Reduced,Train_Autoencoder_TotalDatapoints,Train_Encoder_Loss,Train_Autoencoder_Loss,Train_Autoencoder_Total_Criterion,Train_Autoencoder_Raw_Criterion,Train_Autoencoder_Reduced_Criterion,Train_Autoencoder_Valid,Train_Autoencoder_Accuracy,Train_Autoencoder_Perfects,Train_Encoder_LR,Train_Autoencoder_LR,Val_Autoencoder_TotalDatapoints,Val_Encoder_Loss,Val_Autoencoder_Loss,Val_Autoencoder_Total_Criterion,Val_Autoencoder_Raw_Criterion,Val_Autoencoder_Reduced_Criterion,Val_Autoencoder_Valid,Val_Autoencoder_Accuracy,Val_Autoencoder_Perfects,Example,AutoencodedExample
79,1.0,0.0,1294336,0.0,0.12860893781180494,0.12860893781180494,0.12860893781180494,1.2341962408665696e-08,0.0,0.9624309539794922,0.28125,0.001,0.001,16384,0.0,0.06997921086440329,0.06997921086440329,0.06997921086440329,1.0111764443994364e-08,0.0,0.9867305755615234,0.65380859375,{14.0}+machine_cooldown+{-12.0}>{1.0}<{10.0}>{12.0}<{14.0}+{-6.0}<{0.0}<{0.0}*{-2.0}-operation_windup-{14.0}/{0.0}<{-11.0}*{8.0}EOS,{14.0}+machine_cooldown+{-12.0}>{1.0}<{10.0}>{12.0}<{14.0}+{-6.0}<{0.0}<{0.0}*{-2.0}-operation_windup-{14.0}/{0.0}<{-11.0}*{8.0}EOS
80,1.0,0.0,1310720,0.0,0.12571425893111154,0.12571425893111154,0.12571425893111154,1.0095851397939892e-08,0.0,0.9641189575195312,0.3043212890625,0.001,0.001,16384,0.0,0.06576253937964793,0.06576253937964793,0.06576253937964793,8.4684229888915e-09,0.0,0.9879055023193359,0.67962646484375,{-9.0}-{7.0}*job_delivery_relaxation/job_lateness_penalty/{-9.0}<{9.0}/{1.0}*{-11.0}/{10.0}<{-3.0}*{-8.0}-{-11.0}<job_remaining_work_to_complete*{-7.0}/machine_replacement_cooldown-pair_expected_processing_timeEOS,{-9.0}-{7.0}*job_delivery_relaxation/job_lateness_penalty/{-9.0}<{9.0}/{1.0}*{-11.0}/{10.0}<{-3.0}<{-8.0}-{-11.0}<job_remaining_work_to_complete*{-7.0}/machine_replacement_cooldown-pair_expected_processing_timeEOS
81,1.0,0.0,1327104,0.0,0.1228121214080602,0.1228121214080602,0.1228121214080602,7.911242039942978e-09,0.0,0.9649200439453125,0.31036376953125,0.001,0.001,16384,0.0,0.0621524149319157,0.0621524149319157,0.0621524149319157,6.6215785979317765e-09,0.0,0.9889640808105469,0.70172119140625,{7.0}-{6.0}*{-14.0}<{14.0}+{-14.0}<{3.0}>{-11.0}>{-6.0}*{-8.0}<{-8.0}/{-13.0}<{12.0}*{1.0}*{1.0}-{8.0}<{-2.0}EOS,{7.0}-{6.0}*{-14.0}<{14.0}+{-14.0}<{3.0}>{-11.0}>{-6.0}*{-8.0}<{-8.0}/{-13.0}<{12.0}*{1.0}*{1.0}-{8.0}<{-2.0}EOS
82,1.0,0.0,1343488,0.0,0.1187909223663155,0.1187909223663155,0.1187909223663155,6.4909523459291685e-09,0.0,0.966766357421875,0.328369140625,0.001,0.001,16384,0.0,0.059173429166548885,0.059173429166548885,0.059173429166548885,5.69298460369877e-09,0.0,0.990234375,0.73126220703125,{-2.0}>{5.0}>{11.0}*{7.0}>job_earliness_penalty+{-9.0}>{14.0}/{9.0}*{2.0}-{-8.0}+job_relative_deadline<{-14.0}<{8.0}/operation_cooldown-{0.0}+pair_number_of_alternative_operationsEOS,{-2.0}>{5.0}>{11.0}*{7.0}>job_earliness_penalty+{-9.0}>{14.0}/{-2.0}*{2.0}-{-8.0}+job_relative_deadline<{-14.0}<{8.0}/operation_cooldown-{0.0}+pair_number_of_alternative_operationsEOS
83,1.0,0.0,1359872,0.0,0.11621781103895046,0.11621781103895046,0.11621781103895046,5.6159052573209745e-09,0.0,0.9669589996337891,0.3294677734375,0.001,0.001,16384,0.0,0.05763654221664183,0.05763654221664183,0.05763654221664183,4.695268862727961e-09,0.0,0.9904747009277344,0.736328125,job_delivery_relaxation<job_delivery_relaxation>job_lateness_penalty+job_delivery_relaxation+{-10.0}>{12.0}/{11.0}>pair_number_of_alternative_machines<{6.0}+machine_replacement_cooldown/{-6.0}<{4.0}/{6.0}-{-11.0}+{-2.0}*{2.0}EOS,job_delivery_relaxation<job_delivery_relaxation>job_lateness_penalty+job_delivery_relaxation+{-10.0}>{12.0}/{11.0}>pair_number_of_alternative_machines<{6.0}+machine_replacement_cooldown/{-6.0}<{4.0}/{6.0}-{-11.0}+{-2.0}*{2.0}EOS
84,1.0,0.0,1376256,0.0,0.11097936940495856,0.11097936940495856,0.11097936940495856,4.822257060029325e-09,0.0,0.969696044921875,0.366943359375,0.001,0.001,16384,0.0,0.05228485011321027,0.05228485011321027,0.05228485011321027,4.026790140156285e-09,0.0,0.9922695159912109,0.78143310546875,machine_capacity+{-11.0}/{-10.0}<{13.0}+{-1.0}-{12.0}-{-13.0}<{13.0}<{1.0}+{10.0}/{6.0}>{0.0}-{4.0}-{10.0}-{9.0}/{7.0}EOS,machine_capacity+{-11.0}/{-10.0}<{13.0}+{-1.0}-{12.0}-{-13.0}<{13.0}<{1.0}+{10.0}/{6.0}>{0.0}-{4.0}-{10.0}-{9.0}/{7.0}EOS
85,1.0,0.0,1392640,0.0,0.10758690297370777,0.10758690297370777,0.10758690297370777,3.9967767393746766e-09,0.0,0.9709377288818359,0.37481689453125,0.001,0.001,16384,0.0,0.05145096105115954,0.05145096105115954,0.05145096105115954,3.563516324552171e-09,0.0,0.9925785064697266,0.7872314453125,{-3.0}*{7.0}>{14.0}/{-14.0}/machine_cooldown-machine_replacement_cooldown*pair_expected_work_power>{12.0}-machine_capacity+{4.0}-{-7.0}-{7.0}/{-7.0}/{10.0}<job_remaining_number_of_operations*{-6.0}EOS,{-3.0}*{7.0}>{14.0}/{-14.0}/machine_cooldown-machine_replacement_cooldown*pair_expected_work_power>{12.0}-machine_capacity+{4.0}-{-7.0}-{7.0}/{-7.0}/{10.0}<job_remaining_number_of_operations*{-6.0}EOS
86,1.0,0.0,1409024,0.0,0.10535813041497022,0.10535813041497022,0.10535813041497022,3.698576202140584e-09,0.0,0.9717273712158203,0.38763427734375,0.001,0.001,16384,0.0,0.04950071456551086,0.04950071456551086,0.04950071456551086,3.469042497488903e-09,0.0,0.9931621551513672,0.80047607421875,job_remaining_number_of_operations>pair_number_of_alternative_machines+{5.0}+{-9.0}>{-5.0}*{-5.0}/{-9.0}-{9.0}>{12.0}<{-8.0}<pair_number_of_alternative_operations<{-5.0}/{12.0}*pair_number_of_alternative_operations<{-8.0}>pair_number_of_alternative_operationsEOS,job_remaining_number_of_operations>pair_number_of_alternative_machines+{5.0}+{-9.0}>{-5.0}*{-5.0}/{-9.0}-{9.0}>{12.0}<{-8.0}<pair_number_of_alternative_operations<{-5.0}/{12.0}*pair_number_of_alternative_operations<{-8.0}>pair_number_of_alternative_operationsEOS
87,1.0,0.0,1425408,0.0,0.10048948452458717,0.10048948452458717,0.10048948452458717,3.4918934249108732e-09,0.0,0.9737167358398438,0.41070556640625,0.001,0.001,16384,0.0,0.04721614648588002,0.04721614648588002,0.04721614648588002,3.436755461596816e-09,0.0,0.9935264587402344,0.81170654296875,pair_expected_work_power+{4.0}>{8.0}/{14.0}>{3.0}-operation_work_required/{4.0}+{-5.0}+{-2.0}>{7.0}/{-7.0}<{14.0}>pair_expected_processing_time/{0.0}+{7.0}<pair_expected_processing_timeEOS,pair_expected_work_power+{4.0}>{8.0}/{14.0}>{3.0}-operation_work_required/{4.0}+{-5.0}+{-2.0}>{7.0}/{-7.0}<{14.0}>pair_expected_processing_time/{0.0}+{7.0}<pair_expected_processing_timeEOS
88,1.0,0.0,1441792,0.0,0.10039683690411039,0.10039683690411039,0.10039683690411039,3.524976319407673e-09,0.0,0.9727077484130859,0.40155029296875,0.001,0.001,16384,0.0,0.04498185421107337,0.04498185421107337,0.04498185421107337,3.1708419569615462e-09,0.0,0.9939422607421875,0.82159423828125,warehouse_utilization_rate/{-4.0}/{-3.0}-{-10.0}>operation_windup-job_relative_deadline>{8.0}*{5.0}*{4.0}-operation_work_required-{1.0}-{15.0}<{-3.0}/{-14.0}+machine_current_breakdown_rate+{-7.0}EOS,warehouse_utilization_rate/{-4.0}/{-3.0}-{-4.0}>operation_windup-job_relative_deadline>{8.0}*{5.0}*{3.0}-operation_work_required-{1.0}-{15.0}<{-3.0}/{-14.0}+machine_current_breakdown_rate+{-7.0}EOS
89,1.0,0.0,1458176,0.0,0.0975849317619577,0.0975849317619577,0.0975849317619577,3.3480795738377762e-09,0.0,0.973541259765625,0.41278076171875,0.001,0.001,16384,0.0,0.04429172771051526,0.04429172771051526,0.04429172771051526,2.798631246032587e-09,0.0,0.9941120147705078,0.8262939453125,{13.0}*machine_replacement_cooldown+{1.0}-{-5.0}+{-3.0}+{6.0}>job_earliness_penalty/{0.0}>{-3.0}/{-1.0}>{3.0}<{-10.0}+{12.0}<{-9.0}>{-9.0}-{0.0}EOS,{13.0}*machine_replacement_cooldown+{1.0}-{-5.0}+{-3.0}+{6.0}>job_earliness_penalty/{0.0}>{-3.0}/{-1.0}>{3.0}<{-10.0}+{12.0}<{-9.0}>{-9.0}-{0.0}EOS
90,1.0,0.0,1474560,0.0,0.09649208915652707,0.09649208915652707,0.09649208915652707,3.1247987160727382e-09,0.0,0.9737453460693359,0.4149169921875,0.001,0.001,16384,0.0,0.04342004378850106,0.04342004378850106,0.04342004378850106,2.7040437823708154e-09,0.0,0.9942455291748047,0.830810546875,warehouse_utilization_rate>{0.0}/{-14.0}>{-4.0}+{-11.0}/job_delivery_relaxation/{-9.0}>{-11.0}-{12.0}/machine_replacement_cooldown-pair_expected_processing_time>{5.0}+{1.0}+machine_capacity+{1.0}<machine_current_breakdown_rateEOS,warehouse_utilization_rate>{0.0}/{-14.0}>{-4.0}+{-11.0}/job_delivery_relaxation/{-9.0}>{-11.0}-{12.0}/machine_replacement_cooldown-pair_expected_processing_time>{5.0}+{1.0}+machine_capacity+{1.0}<machine_current_breakdown_rateEOS
91,1.0,0.0,1490944,0.0,0.09433820651611313,0.09433820651611313,0.09433820651611313,3.017591982564763e-09,0.0,0.9740142822265625,0.4178466796875,0.001,0.001,16384,0.0,0.04055584217712749,0.04055584217712749,0.04055584217712749,2.6695966690368353e-09,0.0,0.9949836730957031,0.850830078125,{-9.0}/{-14.0}>job_earliness_penalty/{-14.0}/job_remaining_work_to_complete-job_remaining_work_to_complete/{5.0}+{7.0}+{12.0}-job_lateness_penalty-{4.0}*{1.0}<{-14.0}/{8.0}/job_relative_deadline+{-3.0}EOS,{-9.0}/{-14.0}>job_earliness_penalty/{-14.0}/job_remaining_work_to_complete-job_remaining_work_to_complete/{5.0}+{7.0}+{12.0}-job_lateness_penalty-{4.0}*{1.0}<{-14.0}/{8.0}/job_relative_deadline+{-3.0}EOS
92,1.0,0.0,1507328,0.0,0.09078821467119269,0.09078821467119269,0.09078821467119269,2.947901908066349e-09,0.0,0.9753437042236328,0.436279296875,0.001,0.001,16384,0.0,0.03804854986083228,0.03804854986083228,0.03804854986083228,2.5560235165266376e-09,0.0,0.9953994750976562,0.861083984375,{4.0}-{-7.0}/{2.0}<{-3.0}-machine_replacement_cooldown+{-11.0}+{5.0}>{-3.0}/{-1.0}-pair_expected_processing_time-{6.0}>{3.0}*{-8.0}<{-5.0}<machine_capacity>pair_expected_work_powerEOS,{4.0}-{-7.0}/{2.0}<{-3.0}-machine_replacement_cooldown+{-11.0}+{5.0}>{-3.0}/{-1.0}-pair_expected_processing_time-{6.0}>{3.0}*{-8.0}<{-5.0}<machine_capacity>pair_expected_work_powerEOS
93,1.0,0.0,1523712,0.0,0.08772841055179015,0.08772841055179015,0.08772841055179015,2.783396998778595e-09,0.0,0.9766197204589844,0.4573974609375,0.001,0.001,16384,0.0,0.03654004250711296,0.03654004250711296,0.03654004250711296,2.5696659382865115e-09,0.0,0.995758056640625,0.87213134765625,{-15.0}>{-9.0}>warehouse_utilization_rate>{-1.0}>operation_work_required+{13.0}/{-9.0}<{0.0}<{8.0}-{-4.0}>{8.0}+{11.0}-{-4.0}/{-13.0}+{1.0}/job_remaining_number_of_operationsEOS,{-15.0}>{-9.0}>warehouse_utilization_rate>{-1.0}>operation_work_required+{13.0}/{-9.0}<{0.0}<{8.0}-{-4.0}>{8.0}+{11.0}-{-4.0}/{-13.0}+{1.0}/job_remaining_number_of_operationsEOS
94,1.0,0.0,1540096,0.0,0.0875049770984333,0.0875049770984333,0.0875049770984333,2.8828729865554986e-09,0.0,0.9762020111083984,0.45465087890625,0.001,0.001,16384,0.0,0.03708921594079584,0.03708921594079584,0.03708921594079584,2.6059320307647744e-09,0.0,0.9955043792724609,0.8642578125,{13.0}<{-1.0}<{-4.0}<job_lateness_penalty<job_time_alive*{-5.0}+{-9.0}<{4.0}/{-8.0}-job_relative_deadline>operation_cooldown*{13.0}+warehouse_utilization_rate+operation_work_required+job_delivery_relaxation/{-8.0}EOS,{13.0}<{-1.0}<{-4.0}<job_lateness_penalty<job_time_alive*{-5.0}+{-9.0}<{4.0}/{-8.0}-job_relative_deadline>operation_cooldown*{13.0}+warehouse_utilization_rate+operation_work_required+job_delivery_relaxation/{-8.0}EOS
95,1.0,0.0,1556480,0.0,0.08406193638802506,0.08406193638802506,0.08406193638802506,2.7390591471511275e-09,0.0,0.9776668548583984,0.477294921875,0.001,0.001,16384,0.0,0.033475085052486975,0.033475085052486975,0.033475085052486975,2.442564026310535e-09,0.0,0.9962291717529297,0.88525390625,{9.0}>{6.0}+{8.0}+{-13.0}+{-11.0}>job_earliness_penalty+pair_number_of_alternative_operations/{-14.0}>machine_cooldown-{10.0}<job_earliness_penalty<pair_number_of_alternative_machines>{-12.0}-{0.0}-{-12.0}/{-13.0}EOS,{9.0}>{6.0}+{8.0}+{-13.0}+{-11.0}>job_earliness_penalty+pair_number_of_alternative_operations/{-14.0}>machine_cooldown-{10.0}<job_earliness_penalty<pair_number_of_alternative_machines>{-12.0}-{0.0}-{-12.0}/{-13.0}EOS
96,1.0,0.0,1572864,0.0,0.08143085408664774,0.08143085408664774,0.08143085408664774,2.806134392696136e-09,0.0,0.9786224365234375,0.49481201171875,0.001,0.001,16384,0.0,0.033077782893087715,0.033077782893087715,0.033077782893087715,2.5517034126952207e-09,0.0,0.9963226318359375,0.88726806640625,{12.0}+{-11.0}>{-11.0}>{0.0}<{3.0}>{11.0}>{-5.0}/{-5.0}-{-15.0}<{-11.0}/{-6.0}-{8.0}<{-9.0}<{11.0}>{5.0}>{-7.0}EOS,{12.0}+{-11.0}>{-11.0}>{0.0}<{3.0}>{11.0}>{-5.0}/{-5.0}-{-15.0}<{-11.0}/{-6.0}-{8.0}<{-9.0}<{11.0}>{5.0}>{-7.0}EOS
97,1.0,0.0,1589248,0.0,0.0820786035474157,0.0820786035474157,0.0820786035474157,2.8675252660651657e-09,0.0,0.9777889251708984,0.48553466796875,0.001,0.001,16384,0.0,0.03364686177519616,0.03364686177519616,0.03364686177519616,2.6174143697295068e-09,0.0,0.9962062835693359,0.88507080078125,{-9.0}>{14.0}<{9.0}/{15.0}+{-8.0}<{-1.0}>{-5.0}<{12.0}<{-10.0}/{4.0}+pair_number_of_alternative_operations/{-1.0}/{-8.0}-{4.0}>{-8.0}+{1.0}EOS,{-9.0}>{14.0}<{9.0}/{-1.0}+{-8.0}<{-1.0}>{-5.0}-{12.0}<{-10.0}/{4.0}+pair_number_of_alternative_operations/{-1.0}/{-8.0}-{4.0}>{-8.0}+{1.0}EOS
98,1.0,0.0,1605632,0.0,0.0798629603232257,0.0798629603232257,0.0798629603232257,2.6947212404461896e-09,0.0,0.9786453247070312,0.49383544921875,0.001,0.001,16384,0.0,0.03037161714019021,0.03037161714019021,0.03037161714019021,2.4582528223166802e-09,0.0,0.9967975616455078,0.90118408203125,{7.0}-job_remaining_number_of_operations>operation_cooldown<{2.0}+machine_capacity<{-8.0}-{-6.0}/{-13.0}>{1.0}>operation_work_required<{12.0}<{7.0}>{8.0}*warehouse_utilization_rate-warehouse_utilization_rate>{12.0}EOS,{7.0}-job_remaining_number_of_operations>operation_cooldown<{2.0}+machine_capacity<{-8.0}-{-6.0}/{-13.0}>{1.0}>operation_work_required<{12.0}<{7.0}>{8.0}*warehouse_utilization_rate-warehouse_utilization_rate>{12.0}EOS
99,1.0,0.0,1622016,0.0,0.07835070361034013,0.07835070361034013,0.07835070361034013,2.6376504574509175e-09,0.0,0.9786739349365234,0.49725341796875,0.001,0.001,16384,0.0,0.029905977957241703,0.029905977957241703,0.029905977957241703,2.4468840943226225e-09,0.0,0.9968433380126953,0.90313720703125,{4.0}-machine_capacity>machine_capacity<{1.0}>{11.0}<{2.0}/{13.0}-{9.0}>{14.0}+{-5.0}<{-1.0}*{-2.0}-{-3.0}/{-13.0}>{0.0}+operation_work_requiredEOS,{4.0}-machine_capacity>machine_capacity<{1.0}>{11.0}<{2.0}/{13.0}-{9.0}>{14.0}+{-5.0}<{-1.0}*{-2.0}-{-3.0}/{-13.0}>{0.0}+operation_work_requiredEOS
100,1.0,0.0,1638400,0.0,0.07635763633879833,0.07635763633879833,0.07635763633879833,2.7971530770862923e-09,0.0,0.9797000885009766,0.51348876953125,0.001,0.001,16384,0.0,0.027585650444962084,0.027585650444962084,0.027585650444962084,2.464278190197639e-09,0.0,0.9974231719970703,0.92034912109375,warehouse_utilization_rate/{4.0}/{12.0}+job_remaining_number_of_operations+{13.0}*pair_number_of_alternative_operations<{0.0}-{-14.0}<{0.0}<{15.0}>{0.0}<{11.0}*job_delivery_relaxation<{6.0}<{-14.0}*{6.0}EOS,warehouse_utilization_rate/{4.0}/{12.0}+job_remaining_number_of_operations+{13.0}*pair_number_of_alternative_operations<{0.0}-{-14.0}<{0.0}<{15.0}>{0.0}<{11.0}*job_delivery_relaxation<{6.0}<{-14.0}*{6.0}EOS
101,1.0,0.0,1654784,0.0,0.07282597545417957,0.07282597545417957,0.07282597545417957,2.5987695874510894e-09,0.0,0.9809455871582031,0.53814697265625,0.001,0.001,16384,0.0,0.02552776495576836,0.02552776495576836,0.02552776495576836,2.828758217791362e-09,0.0,0.9977874755859375,0.931396484375,pair_number_of_alternative_operations+{-6.0}*{-9.0}-{0.0}-job_remaining_work_to_complete*{-10.0}/{-5.0}+{-1.0}*{6.0}>{3.0}+{1.0}+{-13.0}/{3.0}*{2.0}+pair_number_of_alternative_operations-{-5.0}EOS,pair_number_of_alternative_operations+{-6.0}*{-9.0}-{0.0}-job_remaining_work_to_complete*{-10.0}/{-5.0}+{-1.0}*{6.0}>{3.0}+{1.0}+{-13.0}/{3.0}*{2.0}+pair_number_of_alternative_operations-{-5.0}EOS
102,1.0,0.0,1671168,0.0,0.07139170831942465,0.07139170831942465,0.07139170831942465,2.6350356603459506e-09,0.0,0.9811992645263672,0.53936767578125,0.001,0.001,16384,0.0,0.024137933876772877,0.024137933876772877,0.024137933876772877,2.552499161348281e-09,0.0,0.9979534149169922,0.93658447265625,{14.0}<{0.0}*{-9.0}>{11.0}+{-9.0}-{10.0}+{12.0}>machine_current_breakdown_rate-{1.0}*{-13.0}>machine_current_breakdown_rate>{0.0}/{-2.0}/{-9.0}<pair_number_of_alternative_machines>{-12.0}EOS,{14.0}<{0.0}*{-9.0}>{11.0}+{-9.0}-{10.0}+{12.0}>machine_current_breakdown_rate-{1.0}*{-13.0}>machine_current_breakdown_rate>{0.0}/{-2.0}/{-9.0}<pair_number_of_alternative_machines>{-12.0}EOS
103,1.0,0.0,1687552,0.0,0.06867870275164023,0.06867870275164023,0.06867870275164023,3.0354407129929827e-09,0.0,0.9821834564208984,0.56109619140625,0.001,0.001,16384,0.0,0.02406089939904632,0.02406089939904632,0.02406089939904632,2.6044540371204187e-09,0.0,0.9980049133300781,0.93756103515625,{5.0}/{-13.0}+{-15.0}<{-8.0}/pair_number_of_alternative_machines+{-5.0}/{-10.0}-{6.0}<job_earliness_penalty*{4.0}*{-9.0}*{-13.0}<pair_number_of_alternative_machines/{1.0}/pair_expected_work_power/{1.0}EOS,{5.0}/{-13.0}+{-15.0}<{-8.0}/pair_number_of_alternative_machines+{-5.0}/{-10.0}-{6.0}<job_earliness_penalty*{4.0}*{-9.0}*{-13.0}<pair_number_of_alternative_machines/{1.0}/pair_expected_work_power/{1.0}EOS
104,1.0,0.0,1703936,0.0,0.06825576158007607,0.06825576158007607,0.06825576158007607,2.5660278074065125e-09,0.0,0.9818687438964844,0.552734375,0.001,0.001,16384,0.0,0.021204662378295325,0.021204662378295325,0.021204662378295325,2.5841041301124384e-09,0.0,0.9985542297363281,0.95477294921875,{2.0}-{-11.0}/{-12.0}+job_earliness_penalty-job_remaining_work_to_complete<{-5.0}-machine_capacity>{11.0}>pair_number_of_alternative_machines-{10.0}+{-6.0}<{9.0}+machine_cooldown*pair_number_of_alternative_machines*{0.0}>{-1.0}EOS,{2.0}-{-11.0}/{-12.0}+job_earliness_penalty-job_remaining_work_to_complete<{-5.0}-machine_capacity>{11.0}>pair_number_of_alternative_machines-{10.0}+{-6.0}<{9.0}+machine_cooldown*pair_number_of_alternative_machines*{0.0}>{-1.0}EOS
105,1.0,0.0,1720320,0.0,0.06532583075750154,0.06532583075750154,0.06532583075750154,2.4700760759829377e-09,0.0,0.9832420349121094,0.58111572265625,0.001,0.001,16384,0.0,0.02185696130618453,0.02185696130618453,0.02185696130618453,2.7561122752664752e-09,0.0,0.9983406066894531,0.94793701171875,pair_expected_work_power<{-9.0}-{-15.0}+pair_expected_work_power>{8.0}+job_remaining_number_of_operations*{9.0}>{-2.0}/{4.0}/{1.0}>machine_replacement_cooldown+job_remaining_number_of_operations-pair_expected_processing_time<{3.0}<job_lateness_penalty+job_relative_deadlineEOS,pair_expected_work_power<{-9.0}-{-15.0}+pair_expected_work_power>{8.0}+job_remaining_number_of_operations*{9.0}>{-2.0}/{4.0}/{1.0}>machine_replacement_cooldown+job_remaining_number_of_operations-pair_expected_processing_time<{3.0}<job_lateness_penalty+job_relative_deadlineEOS
106,1.0,0.0,1736704,0.0,0.06473475706297904,0.06473475706297904,0.06473475706297904,3.0272552071580966e-09,0.0,0.9829807281494141,0.57574462890625,0.001,0.001,16384,0.0,0.019649550544272643,0.019649550544272643,0.019649550544272643,2.5792155251022717e-09,0.0,0.998748779296875,0.9608154296875,{0.0}*{6.0}>{-1.0}<{-1.0}>{12.0}+{3.0}-operation_cooldown-machine_capacity>operation_work_required+{1.0}-job_relative_deadline-{2.0}<{-10.0}*{1.0}<{-4.0}+{-7.0}EOS,{0.0}*{6.0}>{-1.0}<{-1.0}>{12.0}+{3.0}-operation_cooldown-machine_capacity>operation_work_required+{1.0}-job_relative_deadline-{2.0}<{-10.0}*{1.0}<{-4.0}+{-7.0}EOS
107,1.0,0.0,1753088,0.0,0.06393485161243007,0.06393485161243007,0.06393485161243007,2.6260543859357895e-09,0.0,0.9832496643066406,0.58074951171875,0.001,0.001,16384,0.0,0.019895794343028683,0.019895794343028683,0.019895794343028683,2.703588973423693e-09,0.0,0.9985294342041016,0.95404052734375,{10.0}<{-4.0}-job_earliness_penalty+{0.0}/{6.0}-{-14.0}>{-2.0}+{-11.0}-{8.0}+{-4.0}>{13.0}-{-2.0}*{-8.0}*{11.0}/machine_capacity+{-2.0}EOS,{10.0}<{-4.0}-job_earliness_penalty+{0.0}/{6.0}-{-14.0}>{-2.0}+{-11.0}-{8.0}+{-4.0}>{13.0}-{-2.0}*{-8.0}*{11.0}/machine_capacity+{-2.0}EOS
108,1.0,0.0,1769472,0.0,0.06224628645577468,0.06224628645577468,0.06224628645577468,2.66539004874168e-09,0.0,0.9834880828857422,0.58612060546875,0.001,0.001,16384,0.0,0.01900000085879583,0.01900000085879583,0.01900000085879583,2.641515959444932e-09,0.0,0.998779296875,0.9620361328125,{3.0}/{5.0}>{8.0}>{8.0}>{-3.0}*{-7.0}/{-6.0}<{5.0}<{-1.0}/{-10.0}/{2.0}/pair_expected_processing_time+{2.0}>{3.0}-{-14.0}-{2.0}EOS,{3.0}/{5.0}>{8.0}>{8.0}>{-3.0}*{-7.0}/{-6.0}<{5.0}<{-1.0}/{-10.0}/{2.0}/pair_expected_processing_time+{2.0}>{3.0}-{-14.0}-{2.0}EOS
109,1.0,0.0,1785856,0.0,0.060888936393894255,0.060888936393894255,0.060888936393894255,2.781464257891773e-09,0.0,0.9841556549072266,0.5965576171875,0.001,0.001,16384,0.0,0.018947920259961393,0.018947920259961393,0.018947920259961393,2.794765753647314e-09,0.0,0.9987869262695312,0.9617919921875,pair_expected_processing_time<{4.0}>{-11.0}<job_delivery_relaxation>{2.0}*{14.0}-{-11.0}+{-6.0}-machine_capacity-{-12.0}*{-8.0}-{-12.0}-machine_capacity/{3.0}+{9.0}+{-11.0}EOS,pair_expected_processing_time<{4.0}>{-11.0}<job_delivery_relaxation>{2.0}*{14.0}-{-11.0}+{-6.0}-machine_capacity-{-12.0}*{-8.0}-{-12.0}-machine_capacity/{3.0}+{9.0}+{-11.0}EOS
110,1.0,0.0,1802240,0.0,0.06132905163394753,0.06132905163394753,0.06132905163394753,2.7237113554964745e-09,0.0,0.9838523864746094,0.593505859375,0.001,0.001,16384,0.0,0.017512323192931945,0.017512323192931945,0.017512323192931945,2.7316695744327487e-09,0.0,0.9988613128662109,0.964599609375,{-15.0}-{-3.0}/{-13.0}>job_relative_deadline<{3.0}>machine_replacement_cooldown*{11.0}<pair_expected_processing_time*{7.0}-{-12.0}<operation_cooldown<{2.0}<{-11.0}<{10.0}<{-11.0}/{11.0}EOS,{-15.0}-{-3.0}/{-13.0}>job_relative_deadline<{3.0}>machine_replacement_cooldown*{11.0}<pair_expected_processing_time*{7.0}-{-12.0}<operation_cooldown<{2.0}<{-11.0}<{10.0}<{-11.0}/{11.0}EOS
111,1.0,0.0,1818624,0.0,0.06030870774702635,0.06030870774702635,0.06030870774702635,2.9177747567501414e-09,0.0,0.9839153289794922,0.5970458984375,0.001,0.001,16384,0.0,0.01713944742732565,0.01713944742732565,0.01713944742732565,2.671870282043142e-09,0.0,0.9989490509033203,0.96734619140625,{-10.0}+{-13.0}*machine_capacity<{14.0}/job_earliness_penalty/job_remaining_number_of_operations*{-9.0}<{-1.0}*pair_number_of_alternative_machines/{4.0}*{-5.0}>{4.0}-{-9.0}>job_earliness_penalty-job_earliness_penalty-{3.0}EOS,{-10.0}+{-13.0}*machine_capacity<{14.0}/job_earliness_penalty/job_remaining_number_of_operations*{-9.0}<{-1.0}*pair_number_of_alternative_machines/{4.0}*{-5.0}>{4.0}-{-9.0}>job_earliness_penalty-job_earliness_penalty-{3.0}EOS
112,1.0,0.0,1835008,0.0,0.05948996197548695,0.05948996197548695,0.05948996197548695,2.821254655268517e-09,0.0,0.9838218688964844,0.5909423828125,0.001,0.001,16384,0.0,0.016577563117607497,0.016577563117607497,0.016577563117607497,2.631056687866758e-09,0.0,0.9989414215087891,0.96697998046875,{-9.0}/{-3.0}/job_earliness_penalty+{9.0}>job_remaining_work_to_complete/{-3.0}+{8.0}/operation_cooldown+{1.0}*{-15.0}*machine_capacity-{-2.0}>{9.0}-{-8.0}*machine_replacement_cooldown<operation_work_requiredEOS,{-9.0}/{-3.0}/job_earliness_penalty+{9.0}>job_remaining_work_to_complete/{-3.0}+{8.0}/operation_cooldown+{1.0}*{-15.0}*machine_capacity-{-2.0}>{9.0}-{-8.0}*machine_replacement_cooldown<operation_work_requiredEOS
